"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","GNI_Constant Prices","GNI_Current Prices","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","Total_ODA_ONE_Constant Prices","Total_ODA_ONE_Current Prices"
"All Donors, Total","Group","Group","Group","2018-01-02",2007,34907.93,37021.09,33560.2,35499.12,47020.49,50094.95,78279.267,81340.58,43289.86,44524.77,58242.23,60692.99,0,0,86555.939,90374.58,8276.672,9034,1921.308,1956.33,29339.26,31793.44,30829.44,32297.79,42728.49,45143.86,11899.05,12846.07,29408.92,31022.56,41553.11,44157.52,107618.527,113134.02
"All Donors, Total","Group","Group","Group","2018-01-02",2008,39216.01,43357.34,38992.74,42940.09,53728.12,59797.29,91071.262,99037.44,46901.98,50246.24,62654.58,68249.68,0,0,98799.548,108017.33,7728.286,8979.89,2425.66,2626.68,31859.218,36404.4,34869.15,37958.95,47795.26,52715.8,12926.11,14756.85,34347.99,37665.1,47825.56,53069.86,122930.48,135441.84
"All Donors, Total","Group","Group","Group","2018-01-02",2009,41392.43,43975.66,42541.7,45159.39,57583.7,61708.1,95467.476,100779.58,51391.52,53209.77,67154.81,70534.25,0,0,97124.138,102527.38,1656.662,1747.8,3113.158,3226.07,34207.119,37624.83,37729.25,39521.34,49951.71,52952.97,12222.46,13431.63,37757.57,39840.07,51405.22,54844.01,129674.595,138404.41
"All Donors, Total","Group","Group","Group","2018-01-02",2010,42399.01,45138.4,40987.26,43515.3,57271.11,61247.71,98307.939,104454.37,51919.27,54447.49,69896.85,74095.3,0,0,101767.497,108386.73,3459.558,3932.36,3305.861,3513.46,35956.297,39256.88,39206.67,41448.62,53523.35,57087.61,14316.68,15638.99,37295.68,39400.21,52381.43,55825.23,134264.236,143711.25
"All Donors, Total","Group","Group","Group","2018-01-02",2011,40875.3,46003.93,42408.66,47610.8,57351.24,64965.95,102326.013,115437.616,50921.47,56548.51,65934.28,74015.05,0,0,106020.932,119577.356,3694.919,4139.74,4032.235,4654.637,35741.899,41670.688,37205.44,41495.18,49230.33,55494.24,12024.89,13999.06,37312.33,41628.61,50673.14,57130.77,138067.912,157108.304
"All Donors, Total","Group","Group","Group","2018-01-02",2012,44056.61,48319.46,44231.63,48293.48,59914.71,65848.91,97791.337,107605.29,51687.65,56748.58,68024.26,75125.19,0,0,100455.051,110605.092,2663.714,2999.802,4012.968,4451.367,35618.872,40009.099,38285.65,41979.27,49870.99,55035.56,11585.34,13056.29,38294.23,41629.51,52117.81,57120.49,133410.209,147614.389
"All Donors, Total","Group","Group","Group","2018-01-02",2013,51385.8,56700.92,50493.94,55723.17,66532.35,73752.82,108445.508,120576.484,61615.11,67836.24,79372.06,87798.57,0,0,111545.25,124219.063,3099.742,3642.579,4332.895,4960.253,38079.157,42843.253,40692.43,44797.56,54435.78,60244.41,13743.35,15446.85,41074.62,45085.79,55577.63,61356.92,146524.665,163419.737
"All Donors, Total","Group","Group","Group","2018-01-02",2014,48528.4,53842.65,48519.19,53834.32,65552,72990.24,119770.609,133492.92,58856.11,65044.34,77125.46,85553.36,0,0,120569.041,134473.21,798.432,980.29,5965.763,6787.21,39085.462,44121.5,39136.49,43221.88,52374.64,58090.77,13238.15,14868.89,39980.8,44073.88,54776.53,60687.56,158856.071,177614.42
"All Donors, Total","Group","Group","Group","2018-01-02",2015,49238.63,49238.63,50763.34,50763.34,66900.3,66900.3,123622.53,123622.53,63295.62,63295.62,80420.39,80420.39,0,0,124532.13,124532.13,909.6,909.6,12115.2,12115.2,38241.56,38241.56,42755.61,42755.61,55233.66,55233.66,12478.05,12478.05,42454.52,42454.52,56722.96,56722.96,161864.09,161864.09
"All Donors, Total","Group","Group","Group","2018-01-02",2016,50890.15,50525.89,49843.18,49586.7,68821.78,68381.07,130601.869,130084.02,67648.45,67217.03,87373.81,86781.27,0,0,133544.72,133021.81,2942.851,2937.79,16055.328,16026.83,43927.585,43544.64,42893.54,42780.57,57886.73,57647.09,14993.19,14866.52,41713.32,41456.83,57751.73,57336.89,174529.454,173628.66
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,169.44,159.81,79.28,74.77,217.12,204.76,2095.584,1976.38,860.28,811.34,1083.25,1021.63,877104.758,827212.18,2404.867,2268.07,309.283,291.69,0,0,424.603,400.45,542.46,511.59,715.78,675.06,173.32,163.47,70.01,66.03,201.22,189.77,2520.187,2376.83
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,144.53,143.14,70.56,69.9,187.72,185.93,2420.817,2396.88,1022.31,1012.22,1170.46,1158.94,944144.216,934808.31,2679.475,2652.98,258.658,256.1,0,0,304.107,301.1,633.87,627.62,752.68,745.28,118.81,117.66,65.82,65.2,172.27,170.62,2724.924,2697.98
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,203.72,191.16,99.96,93.8,243.62,228.61,2461.034,2308.82,1034,970.05,1230.92,1154.82,1002535.115,940528.91,2464.189,2311.78,3.155,2.96,1.268,1.19,479.486,449.83,605.59,568.14,755.84,709.14,150.25,141,94.18,88.38,234.13,219.71,2940.52,2758.65
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,283.55,329.6,163.29,189.82,369.31,429.31,2820.821,3279.53,1197.53,1392.22,1475.83,1715.73,1019728.473,1185552.19,2827.332,3287.1,6.511,7.57,4.757,5.53,463.601,538.99,732.93,852.1,950.82,1105.39,217.89,253.29,129.48,150.51,326.35,379.36,3284.422,3818.52
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,349.95,478.39,283.81,388,438.8,599.88,3142.581,4296.02,1283.58,1754.7,1481.54,2025.32,1060945.905,1450350.8,3151.908,4308.77,9.327,12.75,0.015,0.02,493.14,674.14,817.87,1118.05,982.64,1343.33,164.77,225.28,221.02,302.17,372.48,509.23,3635.721,4970.16
"Australia","Donor","DAC","Non-EU","2018-01-02",2012,413.77,565.64,287.41,392.93,537.71,735.14,3314.579,4531.66,1353.95,1851.07,1685.33,2304.12,1094862.377,1496885.09,3320.716,4540.05,6.137,8.39,112.442,153.73,630.958,862.64,912.51,1247.56,1155.32,1579.51,242.81,331.95,269.4,368.29,512.7,700.92,3945.537,5394.3
"Australia","Donor","DAC","Non-EU","2018-01-02",2013,366.37,472.76,244.62,315.67,451.87,583.1,3215.647,4149.28,1225.37,1581.15,1526.37,1969.54,1134864.473,1464361.92,3215.647,4149.28,0,0,265.48,342.56,539.594,696.26,770.91,994.76,1006.99,1299.36,236.08,304.6,239.97,309.66,440.79,568.79,3755.241,4845.54
"Australia","Donor","DAC","Non-EU","2018-01-02",2014,323.69,390.88,151.79,183.31,415.01,501.15,2897.065,3498.29,1143.23,1380.52,1506.9,1819.67,1154666.379,1394293,2897.065,3498.29,0,0,0,0,732.181,884.13,733.56,885.84,1009.14,1218.63,275.58,332.79,135.98,164.21,386.05,466.18,3629.246,4382.42
"Australia","Donor","DAC","Non-EU","2018-01-02",2015,294.9,294.9,102.42,102.42,361.8,361.8,2744.38,2744.38,1061.6,1061.6,1400.96,1400.96,1200091.67,1200091.67,2752.19,2752.19,7.81,7.81,0,0,741.42,741.42,678.75,678.75,931.03,931.03,252.28,252.28,91.01,91.01,335.66,335.66,3485.8,3485.8
"Australia","Donor","DAC","Non-EU","2018-01-02",2016,303.09,300.56,77.34,76.7,360.74,357.77,2301.729,2282.88,885.38,878.08,1287.77,1277.16,1243134.315,1232953.99,2309.362,2290.45,7.633,7.57,0,0,995.22,987.07,538.82,534.41,845.56,838.63,306.74,304.22,69.06,68.49,334.82,332.07,3296.949,3269.95
"Austria","Donor","DAC","EU","2018-01-02",2007,210.31,226.16,57.43,61.75,279.76,300.86,371.746,399.78,54.73,58.85,292.32,314.38,337639.848,363101.89,1231.417,1324.28,859.671,924.5,46.633,50.15,450.218,484.17,40.02,43.03,230.01,247.38,189.99,204.35,53.47,57.49,249.43,268.25,821.964,883.95
"Austria","Donor","DAC","EU","2018-01-02",2008,210.54,242.84,97.08,111.96,282.04,325.29,433.703,500.29,93.91,108.34,292.93,337.9,346843.737,400095.36,1069.437,1233.63,635.734,733.34,39.08,45.08,416.009,479.88,78.5,90.56,238.53,275.13,160.03,184.57,91.78,105.86,256.28,295.59,849.712,980.17
"Austria","Donor","DAC","EU","2018-01-02",2009,253.69,287.89,75.42,85.56,360.25,408.83,395.05,448.36,77.5,87.92,348.34,395.3,333077.221,378024.48,446.832,507.13,51.782,58.77,35.781,40.61,559.19,634.65,61.27,69.52,281.46,319.41,220.19,249.89,70.59,80.08,313.94,356.27,954.24,1083.01
"Austria","Donor","DAC","EU","2018-01-02",2010,257.34,280.71,76.08,82.97,352.63,384.65,419.234,457.31,74.99,81.76,364.66,397.72,343588.718,374794.7,561.438,612.43,142.204,155.12,33.085,36.09,546.358,595.98,54.57,59.51,288.86,315.07,234.29,255.56,64.71,70.57,317.88,346.75,965.592,1053.29
"Austria","Donor","DAC","EU","2018-01-02",2011,206.31,240.68,72.23,84.25,306.32,357.37,383.019,446.82,68.68,80.1,281.74,328.69,356638.138,416045.61,420.11,490.09,37.091,43.27,36.003,42,532.567,621.28,53.3,62.17,225.56,263.16,172.26,200.99,64.34,75.05,265.49,309.74,915.586,1068.1
"Austria","Donor","DAC","EU","2018-01-02",2012,243.5,267.78,65.89,72.48,324.41,356.82,390.771,429.83,68.3,75.08,317.94,349.65,358748.406,394606.4,486.93,535.6,96.159,105.77,52.348,57.58,518.34,570.15,46.5,51.14,219.21,241.08,172.71,189.94,56.9,62.59,276.94,304.6,909.111,999.98
"Austria","Donor","DAC","EU","2018-01-02",2013,237.62,274.25,74.26,85.7,326.21,376.51,431.837,498.39,68.86,79.49,327.64,378.15,371106.25,428299.26,470.733,543.28,38.896,44.89,54.813,63.26,544.322,628.21,55.7,64.28,259.42,299.38,203.72,235.1,65.19,75.23,285.48,329.49,976.159,1126.6
"Austria","Donor","DAC","EU","2018-01-02",2014,214.18,251.35,59.81,70.2,294.18,345.27,449.616,527.72,69.84,81.94,314.49,369.05,369874.588,434126.35,542.39,636.61,92.774,108.89,93.26,109.46,509.418,597.91,42.72,50.14,217.31,255,174.59,204.86,53.21,62.46,252.74,296.62,959.034,1125.63
"Austria","Donor","DAC","EU","2018-01-02",2015,215.35,215.35,55.53,55.53,294.57,294.57,781.88,781.88,61.12,61.12,310.09,310.09,374138.66,374138.66,782.5,782.5,0.62,0.62,438.99,438.99,541.01,541.01,41.12,41.12,222.28,222.28,181.16,181.16,46.73,46.73,255.41,255.41,1322.89,1322.89
"Austria","Donor","DAC","EU","2018-01-02",2016,234.39,236.93,63.57,64.26,332.82,336.45,967.834,978.42,74.78,75.58,345.71,349.47,381813.253,385989.16,975.56,986.23,7.726,7.81,589.681,596.13,642.226,649.25,42.71,43.18,247.48,250.2,204.77,207.02,53.27,53.85,267.18,270.1,1610.06,1627.67
"Belgium","Donor","DAC","EU","2018-01-02",2007,539.78,594.64,438.01,482.51,749.48,825.66,955.617,1052.69,357.88,394.26,682.78,752.19,415580.989,457796.03,1123.458,1237.58,167.841,184.89,76.681,84.47,647.361,713.12,355.31,391.42,611.61,673.79,256.3,282.37,405.01,446.16,674.73,743.31,1602.978,1765.81
"Belgium","Donor","DAC","EU","2018-01-02",2008,704.9,834.12,534.26,632.23,939.91,1112.21,1077.766,1275.36,472.98,559.72,896.8,1061.19,421233.682,498460.98,1162.873,1376.07,85.107,100.71,78.558,92.96,853.156,1009.57,456.99,540.8,805.3,952.9,348.31,412.1,498.87,590.35,867.55,1026.58,1930.922,2284.93
"Belgium","Donor","DAC","EU","2018-01-02",2009,720.02,829.33,600.27,691.38,980.88,1129.75,1285.824,1480.93,523,602.4,903.98,1041.21,411977.51,474489.63,1376.235,1585.06,90.411,104.13,80.183,92.35,889.561,1024.54,480.16,553.04,778.31,896.43,298.15,343.39,562.18,647.5,896.8,1032.9,2175.385,2505.47
"Belgium","Donor","DAC","EU","2018-01-02",2010,752.19,839.88,591.08,659.98,983.18,1097.76,1318.87,1472.66,538.9,601.74,945.45,1055.68,420538.484,469576.16,1813.467,2024.93,494.597,552.27,85.214,95.15,876.763,979,532.84,594.99,856.75,956.64,323.91,361.65,558.51,623.63,911.6,1017.86,2195.633,2451.66
"Belgium","Donor","DAC","EU","2018-01-02",2011,705.29,843.29,581.05,694.7,969.99,1159.77,1340.866,1603.24,519.21,620.79,870.77,1041.15,437815.952,523485.4,1454.576,1739.2,113.71,135.96,106.074,126.83,893.395,1068.21,491.37,587.5,774.94,926.58,283.57,339.08,533.08,637.35,866.29,1035.78,2234.261,2671.45
"Belgium","Donor","DAC","EU","2018-01-02",2012,590.74,666.49,445.86,503.02,788.24,889.3,1028.705,1160.62,404.64,456.5,736.46,830.92,432313.23,487750.64,1269.816,1432.65,241.111,272.03,111.457,125.75,781.947,882.22,393.84,444.33,623.47,703.42,229.63,259.09,424.31,478.7,707.45,798.15,1810.652,2042.84
"Belgium","Donor","DAC","EU","2018-01-02",2013,630.95,743.83,485.72,572.62,835.33,984.78,1097.781,1294.11,438.27,516.68,787.98,928.93,430543.868,507543.16,1108.554,1306.81,10.773,12.7,132.401,156.08,841.767,992.31,409.85,483.15,678.06,799.33,268.21,316.18,464.99,548.16,762.23,898.57,1939.548,2286.42
"Belgium","Donor","DAC","EU","2018-01-02",2014,657.28,779.4,450.74,534.45,849.44,1007.21,1105.955,1311.45,412.14,488.69,822.13,974.87,445526.4,528308.35,1112.415,1319.11,6.46,7.66,157.462,186.72,950.475,1127.08,393.53,466.61,692.89,821.62,299.36,355.01,427.32,506.67,764.56,906.57,2056.43,2438.53
"Belgium","Donor","DAC","EU","2018-01-02",2015,554.3,554.3,421.47,421.47,742.09,742.09,1111.61,1111.61,412.52,412.52,721.74,721.74,457652.8,457652.8,1111.63,1111.63,0.02,0.02,228.11,228.11,792.56,792.56,377.36,377.36,609.51,609.51,232.15,232.15,403.1,403.1,670.26,670.26,1904.17,1904.17
"Belgium","Donor","DAC","EU","2018-01-02",2016,581.6,588.84,465.42,471.23,804.83,814.86,1403.168,1420.7,458.15,463.87,777.38,787.09,412036.765,417185,1407.583,1425.17,4.415,4.47,371.38,376.02,864.192,874.99,393.19,398.1,629.68,637.55,236.49,239.45,434.1,439.52,685.21,693.76,2267.36,2295.69
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2010,0,0,0,0,0,0,0.216,0.23,0,0,0,0,43658.815,46501.15,0.216,0.23,0,0,0,0,37.799,40.26,0,0,0,0,0,0,0,0,0,0,38.015,40.49
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2011,7.17,8.12,0,0,12.37,13.99,6.05,6.83,0,0,10.56,11.91,46151.194,52104.7,6.05,6.83,0,0,0,0,36.802,41.55,0,0,8.14,9.18,8.14,9.18,0,0,9.52,10.77,42.852,48.38
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2012,8.98,9.89,0,0,13.92,15.31,0.145,0.16,0.12,0.13,12.02,13.25,45166.148,49757.68,0.145,0.16,0,0,0,0,36.118,39.79,0,0,7.78,8.57,7.78,8.57,0,0,10.07,11.07,36.263,39.95
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2013,11.54,12.77,0,0,16.65,18.43,0.316,0.35,0.18,0.2,16.49,18.24,46202.956,51136,0.316,0.35,0,0,0,0,44.544,49.3,0,0,12.15,13.44,12.15,13.44,0,0,13.52,14.96,44.86,49.65
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2014,9.78,10.82,0.06,0.07,15.66,17.34,0.892,0.99,0.36,0.41,14.26,15.79,48648.14,54000,0.892,0.99,0,0,0,0,42.955,47.68,0.06,0.07,9.99,11.05,9.93,10.98,0.06,0.07,11.57,12.8,43.847,48.67
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2015,7.99,7.99,0.03,0.03,13.12,13.12,1.4,1.4,0.2,0.2,12.08,12.08,47651,47651,1.4,1.4,0,0,0,0,39.53,39.53,0.1,0.1,8.41,8.41,8.31,8.31,0.03,0.03,9.62,9.62,40.93,40.93
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2016,13.95,13.91,0.06,0.06,20.79,20.71,12.293,12.21,0.56,0.56,21.39,21.31,50668.302,50325,12.293,12.21,0,0,8.528,8.47,55.828,55.45,0.09,0.09,15.12,15.08,15.03,14.99,0,0,15.62,15.58,68.121,67.66
"Canada","Donor","DAC","Non-EU","2018-01-02",2007,906.4,960.64,1126.73,1194.19,1490.25,1579.46,2960.09,3137.28,1259.24,1334.62,1727.78,1831.19,1330114.37,1409734.71,2974.158,3152.19,14.068,14.91,162.304,172.02,875.116,927.5,1089.47,1154.67,1465.13,1552.81,375.66,398.14,740.21,784.53,1093.05,1158.48,3835.206,4064.78
"Canada","Donor","DAC","Non-EU","2018-01-02",2008,1164.92,1282.88,1222.68,1346.49,1818.74,2002.9,2927.407,3223.9,1238.67,1364.13,1935.33,2131.31,1337925.095,1473432.53,3057.029,3366.65,129.622,142.75,164.608,181.28,1296.725,1428.06,1105.88,1217.89,1688.73,1859.73,582.85,641.84,1127.89,1242.11,1703.74,1876.26,4224.132,4651.96
"Canada","Donor","DAC","Non-EU","2018-01-02",2009,1024.29,1038.67,1278.35,1296.34,1651.81,1675.01,3049.867,3092.74,1304.65,1322.98,1688.15,1711.83,1301439.635,1319734.44,3097.428,3140.97,47.561,48.23,216.487,219.53,847.191,859.1,1136.55,1152.53,1459.08,1479.58,322.53,327.05,1057.51,1072.38,1368.48,1387.69,3897.058,3951.84
"Canada","Donor","DAC","Non-EU","2018-01-02",2010,1215.13,1404,1306.76,1509.88,1847.12,2134.22,3348.736,3869.13,1614.98,1865.97,2207.53,2550.6,1341176.956,1549596.19,3398.312,3926.41,49.576,57.28,245.776,283.97,1114.514,1287.71,1465.56,1693.33,1957.16,2261.32,491.6,567.99,1173.4,1355.78,1693.53,1956.74,4463.25,5156.84
"Canada","Donor","DAC","Non-EU","2018-01-02",2011,1079.65,1341.42,1240.35,1541.08,1725.63,2144.02,3306.009,4107.47,1325.25,1646.53,1848.53,2296.7,1374278.62,1707439.09,3309.019,4111.21,3.01,3.74,272.282,338.29,1084.443,1347.34,1122.26,1394.33,1562.17,1940.9,439.91,546.57,1115.65,1386.14,1575.51,1957.5,4390.452,5454.81
"Canada","Donor","DAC","Non-EU","2018-01-02",2012,1334.6,1661.39,1327.52,1652.62,2016.06,2509.77,3080.368,3834.71,1157.22,1440.6,1910.97,2378.93,1436907.057,1788787.03,3239.081,4032.29,158.713,197.58,214.1,266.53,1299.692,1617.97,965.95,1202.49,1509.91,1879.66,543.96,677.17,1209.85,1506.13,1879.64,2339.93,4380.06,5452.68
"Canada","Donor","DAC","Non-EU","2018-01-02",2013,1186.89,1455.35,1239.2,1519.49,1791.16,2196.32,2863.789,3511.55,1182.59,1450.07,1833.77,2248.57,1467262.389,1799142.88,2863.789,3511.55,0,0,172.2,211.15,1170.854,1435.69,973.94,1194.23,1506.13,1846.83,532.19,652.6,1143.87,1402.6,1677.57,2057.05,4034.643,4947.24
"Canada","Donor","DAC","Non-EU","2018-01-02",2014,956.78,1113.34,1170.41,1361.86,1508.24,1754.96,2817.446,3278.33,1097.07,1276.61,1525.41,1775.03,1512068.437,1759416.13,2817.446,3278.33,0,0,186.003,216.43,826.508,961.71,893.2,1039.31,1201.35,1397.87,308.15,358.56,981.54,1142.1,1301.27,1514.14,3643.954,4240.04
"Canada","Donor","DAC","Non-EU","2018-01-02",2015,1258.57,1258.57,1086.17,1086.17,1754.66,1754.66,2971.99,2971.99,1231.59,1231.59,1989.06,1989.06,1529870.14,1529870.14,2971.99,2971.99,0,0,212.99,212.99,1305.24,1305.24,998.2,998.2,1561.16,1561.16,562.96,562.96,943.87,943.87,1596.94,1596.94,4277.23,4277.23
"Canada","Donor","DAC","Non-EU","2018-01-02",2016,1136.69,1101.45,1004.65,973.5,1626.2,1575.77,2745.828,2660.69,1132.49,1097.38,1823.01,1766.49,1556764.066,1508494.79,2745.828,2660.69,0,0,402.923,390.43,1310.38,1269.75,856.34,829.79,1386.34,1343.37,530,513.58,941.79,912.59,1504.02,1457.37,4056.208,3930.44
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2007,0,0,0,0,0,0,472.888,495,0,0,0,0,366180.376,383303,472.888,495,0,0,0,0,18.151,19,0,0,0,0,0,0,0,0,0,0,491.039,514
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2008,0,0,0,0,0,0,372.096,407.4,0,0,0,0,358076.52,392050,372.096,407.4,0,0,0,0,25.391,27.8,0,0,0,0,0,0,0,0,0,0,397.487,435.2
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2009,0,0,0,0,0,0,380.841,402.15,0,0,0,0,298532.676,315236,380.841,402.15,0,0,0,0,8.713,9.2,0,0,0,0,0,0,0,0,0,0,389.554,411.35
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2010,0,0,0,0,0,0,306.102,326.03,0,0,0,0,355490.085,378633.68,306.102,326.03,0,0,0,0,51.526,54.88,0,0,0,0,0,0,0,0,0,0,357.628,380.91
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2011,0,0,0,0,0,0,293.924,331.84,0,0,0,0,361473.858,408104,293.924,331.84,0,0,0,0,43.756,49.4,0,0,0,0,0,0,0,0,0,0,337.68,381.24
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2012,0,0,0,0,0,0,219.052,241.32,0,0,0,0,443920.604,489049,219.052,241.32,0,0,0,0,57.35,63.18,0,0,0,0,0,0,0,0,0,0,276.402,304.5
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2013,0,0,0,0,0,0,209.529,231.9,0,0,0,0,454703.733,503252,209.529,231.9,0,0,0,0,36.024,39.87,0,0,0,0,0,0,0,0,0,0,245.553,271.77
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2014,0,0,0,0,0,0,202.466,224.74,0,0,0,0,493023.677,547262,202.466,224.74,0,0,0,0,44.351,49.23,0,0,0,0,0,0,0,0,0,0,246.817,273.97
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2015,0,0,0,0,0,0,200.48,200.48,0,0,0,0,539336,539336,200.48,200.48,0,0,0,0,54.28,54.28,0,0,0,0,0,0,0,0,0,0,254.76,254.76
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2016,0,0,0,0,0,0,297.818,295.8,0,0,0,0,551344.629,547609.01,297.818,295.8,0,0,0,0,31.957,31.74,8.63,8.57,8.63,8.57,0,0,0,0,0,0,329.775,327.54
"Croatia","Donor","Non-DAC","EU","2018-01-02",2012,0,0,0.03,0.03,0.03,0.03,13.18,14.52,0.86,0.94,0.86,0.94,49107.768,54100,13.18,14.52,0,0,0,0,6.209,6.84,0.82,0.9,0.82,0.9,0,0,0,0,0,0,19.389,21.36
"Croatia","Donor","Non-DAC","EU","2018-01-02",2013,3.66,4.03,0.16,0.18,5.95,6.56,21.92,24.26,1.67,1.85,6.82,7.51,50615.801,56020,21.92,24.26,0,0,0,0,18.812,20.82,1.67,1.85,5.38,5.93,3.71,4.08,0.06,0.07,4.44,4.9,40.732,45.08
"Croatia","Donor","Non-DAC","EU","2018-01-02",2014,0,0,0,0,0,0,27.126,30.11,0,0,0,0,51457.12,57118,27.126,30.11,0,0,3.288,3.65,37.819,41.98,0,0,0,0,0,0,0,0,0,0,64.945,72.09
"Croatia","Donor","Non-DAC","EU","2018-01-02",2015,6.8,6.8,0,0,10.92,10.92,16.2,16.2,0,0,9.98,9.98,55035,55035,16.2,16.2,0,0,1.32,1.32,35.21,35.21,0,0,7.1,7.1,7.1,7.1,0,0,8.14,8.14,51.41,51.41
"Croatia","Donor","Non-DAC","EU","2018-01-02",2016,7.68,7.68,0,0,12.86,12.83,3.494,3.47,0,0,11.78,11.77,54934.205,54562,3.494,3.47,0,0,0,0,37.413,37.16,0,0,8.26,8.26,8.26,8.26,0,0,8.66,8.66,40.907,40.63
"Cyprus","Donor","Non-DAC","EU","2018-01-02",2007,4.79,4.96,0.83,0.86,6.59,6.83,20.062,21,1.6,1.66,7.31,7.57,19629.532,20547.41,20.062,21,0,0,0,0,13.26,13.88,0.82,0.85,5.05,5.23,4.23,4.38,0.44,0.45,5.09,5.25,33.322,34.88
"Cyprus","Donor","Non-DAC","EU","2018-01-02",2008,5.35,5.8,1.18,1.28,7.35,7.96,19.865,21.75,1.89,2.07,8.03,8.71,20720.972,22686.93,19.865,21.75,0,0,0,0,14.33,15.69,1.34,1.46,6.1,6.59,4.76,5.13,1.02,1.1,6.25,6.75,34.195,37.44
"Cyprus","Donor","Non-DAC","EU","2018-01-02",2009,6.81,7.16,1.13,1.19,9.95,10.47,22.009,23.24,2.9,3.06,11.48,12.05,21947.468,23175.46,22.009,23.24,0,0,0,0,21.081,22.26,1.44,1.52,8.1,8.51,6.66,6.99,0.91,0.96,8.71,9.16,43.09,45.5
"Cyprus","Donor","Non-DAC","EU","2018-01-02",2010,8.17,8.71,1.33,1.42,10.24,10.91,28.551,30.41,2.57,2.74,12.09,12.86,21161.768,22539.47,28.551,30.41,0,0,0,0,19.491,20.76,2.34,2.5,9.73,10.36,7.39,7.86,1.09,1.16,9.19,9.78,48.042,51.17
"Cyprus","Donor","Non-DAC","EU","2018-01-02",2011,4.93,5.55,1.31,1.48,7.51,8.45,15.996,18.06,1.33,1.5,6.66,7.49,21128.312,23853.865,15.996,18.06,0,0,0,0,17.316,19.55,1.12,1.27,5.22,5.87,4.1,4.6,1.17,1.32,5.95,6.68,33.312,37.61
"Cyprus","Donor","Non-DAC","EU","2018-01-02",2012,3.54,3.9,0.04,0.04,5.77,6.37,8.424,9.28,0.41,0.45,5.12,5.61,20050.157,22088.43,8.424,9.28,0,0,0,0,14.342,15.8,0.39,0.43,3.46,3.81,3.07,3.38,0.02,0.02,3.95,4.36,22.766,25.08
"Cyprus","Donor","Non-DAC","EU","2018-01-02",2013,3.43,3.78,0.03,0.03,5.63,6.19,2.964,3.28,0.03,0.03,4.84,5.33,18766.147,20769.79,2.964,3.28,0,0,0,0,15.459,17.11,0.02,0.02,3.46,3.81,3.44,3.79,0.03,0.03,4.16,4.57,18.423,20.39
"Cyprus","Donor","Non-DAC","EU","2018-01-02",2014,0.01,0.01,0.01,0.01,0.01,0.01,0.171,0.19,0.11,0.13,0.11,0.13,17816.03,19776,0.171,0.19,0,0,0,0,16.504,18.32,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.01,16.675,18.51
