Donor,Donor_Group_Type,Donor_DAC_Country,Donor_EU_Country,as_of_date,Time_Period,Africa_Fragile_ODA_Constant Prices,Africa_Fragile_ODA_Current Prices,Africa_Fragile_ODA_National currency,Africa_ODA_Bilateral_Constant Prices,Africa_ODA_Bilateral_Current Prices,Africa_ODA_Bilateral_National currency,Africa_ODA_Constant Prices,Africa_ODA_Current Prices,Africa_ODA_National currency,Bilat_ODA_Ex_Debt_Relief_Constant Prices,Bilat_ODA_Ex_Debt_Relief_Current Prices,Bilat_ODA_Ex_Debt_Relief_National currency,Fragile_State_ODA_Bilateral_Constant Prices,Fragile_State_ODA_Bilateral_Current Prices,Fragile_State_ODA_Bilateral_National currency,Fragile_State_ODA_Constant Prices,Fragile_State_ODA_Current Prices,Fragile_State_ODA_National currency,GNI_Constant Prices,GNI_Current Prices,GNI_National currency,IA_Bilateral_ODA_Constant Prices,IA_Bilateral_ODA_Current Prices,IA_Bilateral_ODA_National currency,IA6_Debt_Relief_Constant Prices,IA6_Debt_Relief_Current Prices,IA6_Debt_Relief_National currency,IA82_In_Donor_Refugee_Cost_Constant Prices,IA82_In_Donor_Refugee_Cost_Current Prices,IA82_In_Donor_Refugee_Cost_National currency,IB_Multilateral_ODA_Constant Prices,IB_Multilateral_ODA_Current Prices,IB_Multilateral_ODA_National currency,LDC_ODA_Bilateral_Constant Prices,LDC_ODA_Bilateral_Current Prices,LDC_ODA_Bilateral_National currency,LDC_ODA_Constant Prices,LDC_ODA_Current Prices,LDC_ODA_Imputed_Multilateral_Constant Prices,LDC_ODA_Imputed_Multilateral_Current Prices,LDC_ODA_Imputed_Multilateral_National currency,LDC_ODA_National currency,SSA_ODA_Bilateral_Constant Prices,SSA_ODA_Bilateral_Current Prices,SSA_ODA_Bilateral_National currency,SSA_ODA_Constant Prices,SSA_ODA_Current Prices,SSA_ODA_National currency,Total_ODA_ONE_Constant Prices,Total_ODA_ONE_Current Prices,Total_ODA_ONE_National currency,Release
"All Donors, Total",Group,Group,Group,2018-01-02,2015,49238.63,49238.63,NA,50763.34,50763.34,NA,66900.3,66900.3,NA,123622.53,123622.53,NA,63295.62,63295.62,NA,80420.39,80420.39,NA,0,0,NA,124532.13,124532.13,NA,909.6,909.6,NA,12115.2,12115.2,NA,38241.56,38241.56,NA,42755.61,42755.61,NA,55233.66,55233.66,12478.05,12478.05,NA,NA,42454.52,42454.52,NA,56722.96,56722.96,NA,161864.09,161864.09,NA,Final
"All Donors, Total",Group,Group,Group,2018-01-02,2016,50890.15,50525.89,NA,49843.18,49586.7,NA,68821.78,68381.07,NA,130601.869,130084.02,NA,67648.45,67217.03,NA,87373.81,86781.27,NA,0,0,NA,133544.72,133021.81,NA,2942.851,2937.79,NA,16055.328,16026.83,NA,43927.585,43544.64,NA,42893.54,42780.57,NA,57886.73,57647.09,14993.19,14866.52,NA,NA,41713.32,41456.83,NA,57751.73,57336.89,NA,174529.454,173628.66,NA,Final
Australia,Donor,DAC,Non-EU,2018-01-02,2007,169.44,159.81,NA,79.28,74.77,NA,217.12,204.76,NA,2095.584,1976.38,NA,860.28,811.34,NA,1083.25,1021.63,NA,877104.758,827212.18,NA,2404.867,2268.07,NA,309.283,291.69,NA,0,0,NA,424.603,400.45,NA,542.46,511.59,NA,715.78,675.06,173.32,163.47,NA,NA,70.01,66.03,NA,201.22,189.77,NA,2520.187,2376.83,NA,Final
Australia,Donor,DAC,Non-EU,2018-01-02,2008,144.53,143.14,NA,70.56,69.9,NA,187.72,185.93,NA,2420.817,2396.88,NA,1022.31,1012.22,NA,1170.46,1158.94,NA,944144.216,934808.31,NA,2679.475,2652.98,NA,258.658,256.1,NA,0,0,NA,304.107,301.1,NA,633.87,627.62,NA,752.68,745.28,118.81,117.66,NA,NA,65.82,65.2,NA,172.27,170.62,NA,2724.924,2697.98,NA,Final
Australia,Donor,DAC,Non-EU,2018-01-02,2009,203.72,191.16,NA,99.96,93.8,NA,243.62,228.61,NA,2461.034,2308.82,NA,1034,970.05,NA,1230.92,1154.82,NA,1002535.115,940528.91,NA,2464.189,2311.78,NA,3.155,2.96,NA,1.268,1.19,NA,479.486,449.83,NA,605.59,568.14,NA,755.84,709.14,150.25,141,NA,NA,94.18,88.38,NA,234.13,219.71,NA,2940.52,2758.65,NA,Final
Australia,Donor,DAC,Non-EU,2018-01-02,2010,283.55,329.6,NA,163.29,189.82,NA,369.31,429.31,NA,2820.821,3279.53,NA,1197.53,1392.22,NA,1475.83,1715.73,NA,1019728.473,1185552.19,NA,2827.332,3287.1,NA,6.511,7.57,NA,4.757,5.53,NA,463.601,538.99,NA,732.93,852.1,NA,950.82,1105.39,217.89,253.29,NA,NA,129.48,150.51,NA,326.35,379.36,NA,3284.422,3818.52,NA,Final
Australia,Donor,DAC,Non-EU,2018-01-02,2011,349.95,478.39,NA,283.81,388,NA,438.8,599.88,NA,3142.581,4296.02,NA,1283.58,1754.7,NA,1481.54,2025.32,NA,1060945.905,1450350.8,NA,3151.908,4308.77,NA,9.327,12.75,NA,0.015,0.02,NA,493.14,674.14,NA,817.87,1118.05,NA,982.64,1343.33,164.77,225.28,NA,NA,221.02,302.17,NA,372.48,509.23,NA,3635.721,4970.16,NA,Final
Australia,Donor,DAC,Non-EU,2018-01-02,2012,413.77,565.64,NA,287.41,392.93,NA,537.71,735.14,NA,3314.579,4531.66,NA,1353.95,1851.07,NA,1685.33,2304.12,NA,1094862.377,1496885.09,NA,3320.716,4540.05,NA,6.137,8.39,NA,112.442,153.73,NA,630.958,862.64,NA,912.51,1247.56,NA,1155.32,1579.51,242.81,331.95,NA,NA,269.4,368.29,NA,512.7,700.92,NA,3945.537,5394.3,NA,Final
Australia,Donor,DAC,Non-EU,2018-01-02,2013,366.37,472.76,NA,244.62,315.67,NA,451.87,583.1,NA,3215.647,4149.28,NA,1225.37,1581.15,NA,1526.37,1969.54,NA,1134864.473,1464361.92,NA,3215.647,4149.28,NA,0,0,NA,265.48,342.56,NA,539.594,696.26,NA,770.91,994.76,NA,1006.99,1299.36,236.08,304.6,NA,NA,239.97,309.66,NA,440.79,568.79,NA,3755.241,4845.54,NA,Final
Australia,Donor,DAC,Non-EU,2018-01-02,2014,323.69,390.88,NA,151.79,183.31,NA,415.01,501.15,NA,2897.065,3498.29,NA,1143.23,1380.52,NA,1506.9,1819.67,NA,1154666.379,1394293,NA,2897.065,3498.29,NA,0,0,NA,0,0,NA,732.181,884.13,NA,733.56,885.84,NA,1009.14,1218.63,275.58,332.79,NA,NA,135.98,164.21,NA,386.05,466.18,NA,3629.246,4382.42,NA,Final
Australia,Donor,DAC,Non-EU,2018-01-02,2015,294.9,294.9,NA,102.42,102.42,NA,361.8,361.8,NA,2744.38,2744.38,NA,1061.6,1061.6,NA,1400.96,1400.96,NA,1200091.67,1200091.67,NA,2752.19,2752.19,NA,7.81,7.81,NA,0,0,NA,741.42,741.42,NA,678.75,678.75,NA,931.03,931.03,252.28,252.28,NA,NA,91.01,91.01,NA,335.66,335.66,NA,3485.8,3485.8,NA,Final
Australia,Donor,DAC,Non-EU,2018-01-02,2016,303.09,300.56,NA,77.34,76.7,NA,360.74,357.77,NA,2301.729,2282.88,NA,885.38,878.08,NA,1287.77,1277.16,NA,1243134.315,1232953.99,NA,2309.362,2290.45,NA,7.633,7.57,NA,0,0,NA,995.22,987.07,NA,538.82,534.41,NA,845.56,838.63,306.74,304.22,NA,NA,69.06,68.49,NA,334.82,332.07,NA,3296.949,3269.95,NA,Final
Austria,Donor,DAC,EU,2018-01-02,2007,210.31,226.16,NA,57.43,61.75,NA,279.76,300.86,NA,371.746,399.78,NA,54.73,58.85,NA,292.32,314.38,NA,337639.848,363101.89,NA,1231.417,1324.28,NA,859.671,924.5,NA,46.633,50.15,NA,450.218,484.17,NA,40.02,43.03,NA,230.01,247.38,189.99,204.35,NA,NA,53.47,57.49,NA,249.43,268.25,NA,821.964,883.95,NA,Final
Austria,Donor,DAC,EU,2018-01-02,2008,210.54,242.84,NA,97.08,111.96,NA,282.04,325.29,NA,433.703,500.29,NA,93.91,108.34,NA,292.93,337.9,NA,346843.737,400095.36,NA,1069.437,1233.63,NA,635.734,733.34,NA,39.08,45.08,NA,416.009,479.88,NA,78.5,90.56,NA,238.53,275.13,160.03,184.57,NA,NA,91.78,105.86,NA,256.28,295.59,NA,849.712,980.17,NA,Final
Austria,Donor,DAC,EU,2018-01-02,2009,253.69,287.89,NA,75.42,85.56,NA,360.25,408.83,NA,395.05,448.36,NA,77.5,87.92,NA,348.34,395.3,NA,333077.221,378024.48,NA,446.832,507.13,NA,51.782,58.77,NA,35.781,40.61,NA,559.19,634.65,NA,61.27,69.52,NA,281.46,319.41,220.19,249.89,NA,NA,70.59,80.08,NA,313.94,356.27,NA,954.24,1083.01,NA,Final
Austria,Donor,DAC,EU,2018-01-02,2010,257.34,280.71,NA,76.08,82.97,NA,352.63,384.65,NA,419.234,457.31,NA,74.99,81.76,NA,364.66,397.72,NA,343588.718,374794.7,NA,561.438,612.43,NA,142.204,155.12,NA,33.085,36.09,NA,546.358,595.98,NA,54.57,59.51,NA,288.86,315.07,234.29,255.56,NA,NA,64.71,70.57,NA,317.88,346.75,NA,965.592,1053.29,NA,Final
Austria,Donor,DAC,EU,2018-01-02,2011,206.31,240.68,NA,72.23,84.25,NA,306.32,357.37,NA,383.019,446.82,NA,68.68,80.1,NA,281.74,328.69,NA,356638.138,416045.61,NA,420.11,490.09,NA,37.091,43.27,NA,36.003,42,NA,532.567,621.28,NA,53.3,62.17,NA,225.56,263.16,172.26,200.99,NA,NA,64.34,75.05,NA,265.49,309.74,NA,915.586,1068.1,NA,Final
Austria,Donor,DAC,EU,2018-01-02,2012,243.5,267.78,NA,65.89,72.48,NA,324.41,356.82,NA,390.771,429.83,NA,68.3,75.08,NA,317.94,349.65,NA,358748.406,394606.4,NA,486.93,535.6,NA,96.159,105.77,NA,52.348,57.58,NA,518.34,570.15,NA,46.5,51.14,NA,219.21,241.08,172.71,189.94,NA,NA,56.9,62.59,NA,276.94,304.6,NA,909.111,999.98,NA,Final
Austria,Donor,DAC,EU,2018-01-02,2013,237.62,274.25,NA,74.26,85.7,NA,326.21,376.51,NA,431.837,498.39,NA,68.86,79.49,NA,327.64,378.15,NA,371106.25,428299.26,NA,470.733,543.28,NA,38.896,44.89,NA,54.813,63.26,NA,544.322,628.21,NA,55.7,64.28,NA,259.42,299.38,203.72,235.1,NA,NA,65.19,75.23,NA,285.48,329.49,NA,976.159,1126.6,NA,Final
Austria,Donor,DAC,EU,2018-01-02,2014,214.18,251.35,NA,59.81,70.2,NA,294.18,345.27,NA,449.616,527.72,NA,69.84,81.94,NA,314.49,369.05,NA,369874.588,434126.35,NA,542.39,636.61,NA,92.774,108.89,NA,93.26,109.46,NA,509.418,597.91,NA,42.72,50.14,NA,217.31,255,174.59,204.86,NA,NA,53.21,62.46,NA,252.74,296.62,NA,959.034,1125.63,NA,Final
Austria,Donor,DAC,EU,2018-01-02,2015,215.35,215.35,NA,55.53,55.53,NA,294.57,294.57,NA,781.88,781.88,NA,61.12,61.12,NA,310.09,310.09,NA,374138.66,374138.66,NA,782.5,782.5,NA,0.62,0.62,NA,438.99,438.99,NA,541.01,541.01,NA,41.12,41.12,NA,222.28,222.28,181.16,181.16,NA,NA,46.73,46.73,NA,255.41,255.41,NA,1322.89,1322.89,NA,Final
Austria,Donor,DAC,EU,2018-01-02,2016,234.39,236.93,NA,63.57,64.26,NA,332.82,336.45,NA,967.834,978.42,NA,74.78,75.58,NA,345.71,349.47,NA,381813.253,385989.16,NA,975.56,986.23,NA,7.726,7.81,NA,589.681,596.13,NA,642.226,649.25,NA,42.71,43.18,NA,247.48,250.2,204.77,207.02,NA,NA,53.27,53.85,NA,267.18,270.1,NA,1610.06,1627.67,NA,Final
Belgium,Donor,DAC,EU,2018-01-02,2007,539.78,594.64,NA,438.01,482.51,NA,749.48,825.66,NA,955.617,1052.69,NA,357.88,394.26,NA,682.78,752.19,NA,415580.989,457796.03,NA,1123.458,1237.58,NA,167.841,184.89,NA,76.681,84.47,NA,647.361,713.12,NA,355.31,391.42,NA,611.61,673.79,256.3,282.37,NA,NA,405.01,446.16,NA,674.73,743.31,NA,1602.978,1765.81,NA,Final
Belgium,Donor,DAC,EU,2018-01-02,2008,704.9,834.12,NA,534.26,632.23,NA,939.91,1112.21,NA,1077.766,1275.36,NA,472.98,559.72,NA,896.8,1061.19,NA,421233.682,498460.98,NA,1162.873,1376.07,NA,85.107,100.71,NA,78.558,92.96,NA,853.156,1009.57,NA,456.99,540.8,NA,805.3,952.9,348.31,412.1,NA,NA,498.87,590.35,NA,867.55,1026.58,NA,1930.922,2284.93,NA,Final
Belgium,Donor,DAC,EU,2018-01-02,2009,720.02,829.33,NA,600.27,691.38,NA,980.88,1129.75,NA,1285.824,1480.93,NA,523,602.4,NA,903.98,1041.21,NA,411977.51,474489.63,NA,1376.235,1585.06,NA,90.411,104.13,NA,80.183,92.35,NA,889.561,1024.54,NA,480.16,553.04,NA,778.31,896.43,298.15,343.39,NA,NA,562.18,647.5,NA,896.8,1032.9,NA,2175.385,2505.47,NA,Final
Belgium,Donor,DAC,EU,2018-01-02,2010,752.19,839.88,NA,591.08,659.98,NA,983.18,1097.76,NA,1318.87,1472.66,NA,538.9,601.74,NA,945.45,1055.68,NA,420538.484,469576.16,NA,1813.467,2024.93,NA,494.597,552.27,NA,85.214,95.15,NA,876.763,979,NA,532.84,594.99,NA,856.75,956.64,323.91,361.65,NA,NA,558.51,623.63,NA,911.6,1017.86,NA,2195.633,2451.66,NA,Final
Belgium,Donor,DAC,EU,2018-01-02,2011,705.29,843.29,NA,581.05,694.7,NA,969.99,1159.77,NA,1340.866,1603.24,NA,519.21,620.79,NA,870.77,1041.15,NA,437815.952,523485.4,NA,1454.576,1739.2,NA,113.71,135.96,NA,106.074,126.83,NA,893.395,1068.21,NA,491.37,587.5,NA,774.94,926.58,283.57,339.08,NA,NA,533.08,637.35,NA,866.29,1035.78,NA,2234.261,2671.45,NA,Final
Belgium,Donor,DAC,EU,2018-01-02,2012,590.74,666.49,NA,445.86,503.02,NA,788.24,889.3,NA,1028.705,1160.62,NA,404.64,456.5,NA,736.46,830.92,NA,432313.23,487750.64,NA,1269.816,1432.65,NA,241.111,272.03,NA,111.457,125.75,NA,781.947,882.22,NA,393.84,444.33,NA,623.47,703.42,229.63,259.09,NA,NA,424.31,478.7,NA,707.45,798.15,NA,1810.652,2042.84,NA,Final
Belgium,Donor,DAC,EU,2018-01-02,2013,630.95,743.83,NA,485.72,572.62,NA,835.33,984.78,NA,1097.781,1294.11,NA,438.27,516.68,NA,787.98,928.93,NA,430543.868,507543.16,NA,1108.554,1306.81,NA,10.773,12.7,NA,132.401,156.08,NA,841.767,992.31,NA,409.85,483.15,NA,678.06,799.33,268.21,316.18,NA,NA,464.99,548.16,NA,762.23,898.57,NA,1939.548,2286.42,NA,Final
Belgium,Donor,DAC,EU,2018-01-02,2014,657.28,779.4,NA,450.74,534.45,NA,849.44,1007.21,NA,1105.955,1311.45,NA,412.14,488.69,NA,822.13,974.87,NA,445526.4,528308.35,NA,1112.415,1319.11,NA,6.46,7.66,NA,157.462,186.72,NA,950.475,1127.08,NA,393.53,466.61,NA,692.89,821.62,299.36,355.01,NA,NA,427.32,506.67,NA,764.56,906.57,NA,2056.43,2438.53,NA,Final
Belgium,Donor,DAC,EU,2018-01-02,2015,554.3,554.3,NA,421.47,421.47,NA,742.09,742.09,NA,1111.61,1111.61,NA,412.52,412.52,NA,721.74,721.74,NA,457652.8,457652.8,NA,1111.63,1111.63,NA,0.02,0.02,NA,228.11,228.11,NA,792.56,792.56,NA,377.36,377.36,NA,609.51,609.51,232.15,232.15,NA,NA,403.1,403.1,NA,670.26,670.26,NA,1904.17,1904.17,NA,Final
Belgium,Donor,DAC,EU,2018-01-02,2016,581.6,588.84,NA,465.42,471.23,NA,804.83,814.86,NA,1403.168,1420.7,NA,458.15,463.87,NA,777.38,787.09,NA,412036.765,417185,NA,1407.583,1425.17,NA,4.415,4.47,NA,371.38,376.02,NA,864.192,874.99,NA,393.19,398.1,NA,629.68,637.55,236.49,239.45,NA,NA,434.1,439.52,NA,685.21,693.76,NA,2267.36,2295.69,NA,Final
Bulgaria,Donor,Non-DAC,EU,2018-01-02,2010,0,0,NA,0,0,NA,0,0,NA,0.216,0.23,NA,0,0,NA,0,0,NA,43658.815,46501.15,NA,0.216,0.23,NA,0,0,NA,0,0,NA,37.799,40.26,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,38.015,40.49,NA,Final
Bulgaria,Donor,Non-DAC,EU,2018-01-02,2011,7.17,8.12,NA,0,0,NA,12.37,13.99,NA,6.05,6.83,NA,0,0,NA,10.56,11.91,NA,46151.194,52104.7,NA,6.05,6.83,NA,0,0,NA,0,0,NA,36.802,41.55,NA,0,0,NA,8.14,9.18,8.14,9.18,NA,NA,0,0,NA,9.52,10.77,NA,42.852,48.38,NA,Final
Bulgaria,Donor,Non-DAC,EU,2018-01-02,2012,8.98,9.89,NA,0,0,NA,13.92,15.31,NA,0.145,0.16,NA,0.12,0.13,NA,12.02,13.25,NA,45166.148,49757.68,NA,0.145,0.16,NA,0,0,NA,0,0,NA,36.118,39.79,NA,0,0,NA,7.78,8.57,7.78,8.57,NA,NA,0,0,NA,10.07,11.07,NA,36.263,39.95,NA,Final
Bulgaria,Donor,Non-DAC,EU,2018-01-02,2013,11.54,12.77,NA,0,0,NA,16.65,18.43,NA,0.316,0.35,NA,0.18,0.2,NA,16.49,18.24,NA,46202.956,51136,NA,0.316,0.35,NA,0,0,NA,0,0,NA,44.544,49.3,NA,0,0,NA,12.15,13.44,12.15,13.44,NA,NA,0,0,NA,13.52,14.96,NA,44.86,49.65,NA,Final
Bulgaria,Donor,Non-DAC,EU,2018-01-02,2014,9.78,10.82,NA,0.06,0.07,NA,15.66,17.34,NA,0.892,0.99,NA,0.36,0.41,NA,14.26,15.79,NA,48648.14,54e3,NA,0.892,0.99,NA,0,0,NA,0,0,NA,42.955,47.68,NA,0.06,0.07,NA,9.99,11.05,9.93,10.98,NA,NA,0.06,0.07,NA,11.57,12.8,NA,43.847,48.67,NA,Final
Bulgaria,Donor,Non-DAC,EU,2018-01-02,2015,7.99,7.99,NA,0.03,0.03,NA,13.12,13.12,NA,1.4,1.4,NA,0.2,0.2,NA,12.08,12.08,NA,47651,47651,NA,1.4,1.4,NA,0,0,NA,0,0,NA,39.53,39.53,NA,0.1,0.1,NA,8.41,8.41,8.31,8.31,NA,NA,0.03,0.03,NA,9.62,9.62,NA,40.93,40.93,NA,Final
Bulgaria,Donor,Non-DAC,EU,2018-01-02,2016,13.95,13.91,NA,0.06,0.06,NA,20.79,20.71,NA,12.293,12.21,NA,0.56,0.56,NA,21.39,21.31,NA,50668.302,50325,NA,12.293,12.21,NA,0,0,NA,8.528,8.47,NA,55.828,55.45,NA,0.09,0.09,NA,15.12,15.08,15.03,14.99,NA,NA,0,0,NA,15.62,15.58,NA,68.121,67.66,NA,Final
Canada,Donor,DAC,Non-EU,2018-01-02,2007,906.4,960.64,NA,1126.73,1194.19,NA,1490.25,1579.46,NA,2960.09,3137.28,NA,1259.24,1334.62,NA,1727.78,1831.19,NA,1330114.37,1409734.71,NA,2974.158,3152.19,NA,14.068,14.91,NA,162.304,172.02,NA,875.116,927.5,NA,1089.47,1154.67,NA,1465.13,1552.81,375.66,398.14,NA,NA,740.21,784.53,NA,1093.05,1158.48,NA,3835.206,4064.78,NA,Final
Canada,Donor,DAC,Non-EU,2018-01-02,2008,1164.92,1282.88,NA,1222.68,1346.49,NA,1818.74,2002.9,NA,2927.407,3223.9,NA,1238.67,1364.13,NA,1935.33,2131.31,NA,1337925.095,1473432.53,NA,3057.029,3366.65,NA,129.622,142.75,NA,164.608,181.28,NA,1296.725,1428.06,NA,1105.88,1217.89,NA,1688.73,1859.73,582.85,641.84,NA,NA,1127.89,1242.11,NA,1703.74,1876.26,NA,4224.132,4651.96,NA,Final
Canada,Donor,DAC,Non-EU,2018-01-02,2009,1024.29,1038.67,NA,1278.35,1296.34,NA,1651.81,1675.01,NA,3049.867,3092.74,NA,1304.65,1322.98,NA,1688.15,1711.83,NA,1301439.635,1319734.44,NA,3097.428,3140.97,NA,47.561,48.23,NA,216.487,219.53,NA,847.191,859.1,NA,1136.55,1152.53,NA,1459.08,1479.58,322.53,327.05,NA,NA,1057.51,1072.38,NA,1368.48,1387.69,NA,3897.058,3951.84,NA,Final
Canada,Donor,DAC,Non-EU,2018-01-02,2010,1215.13,1404,NA,1306.76,1509.88,NA,1847.12,2134.22,NA,3348.736,3869.13,NA,1614.98,1865.97,NA,2207.53,2550.6,NA,1341176.956,1549596.19,NA,3398.312,3926.41,NA,49.576,57.28,NA,245.776,283.97,NA,1114.514,1287.71,NA,1465.56,1693.33,NA,1957.16,2261.32,491.6,567.99,NA,NA,1173.4,1355.78,NA,1693.53,1956.74,NA,4463.25,5156.84,NA,Final
Canada,Donor,DAC,Non-EU,2018-01-02,2011,1079.65,1341.42,NA,1240.35,1541.08,NA,1725.63,2144.02,NA,3306.009,4107.47,NA,1325.25,1646.53,NA,1848.53,2296.7,NA,1374278.62,1707439.09,NA,3309.019,4111.21,NA,3.01,3.74,NA,272.282,338.29,NA,1084.443,1347.34,NA,1122.26,1394.33,NA,1562.17,1940.9,439.91,546.57,NA,NA,1115.65,1386.14,NA,1575.51,1957.5,NA,4390.452,5454.81,NA,Final
Canada,Donor,DAC,Non-EU,2018-01-02,2012,1334.6,1661.39,NA,1327.52,1652.62,NA,2016.06,2509.77,NA,3080.368,3834.71,NA,1157.22,1440.6,NA,1910.97,2378.93,NA,1436907.057,1788787.03,NA,3239.081,4032.29,NA,158.713,197.58,NA,214.1,266.53,NA,1299.692,1617.97,NA,965.95,1202.49,NA,1509.91,1879.66,543.96,677.17,NA,NA,1209.85,1506.13,NA,1879.64,2339.93,NA,4380.06,5452.68,NA,Final
Canada,Donor,DAC,Non-EU,2018-01-02,2013,1186.89,1455.35,NA,1239.2,1519.49,NA,1791.16,2196.32,NA,2863.789,3511.55,NA,1182.59,1450.07,NA,1833.77,2248.57,NA,1467262.389,1799142.88,NA,2863.789,3511.55,NA,0,0,NA,172.2,211.15,NA,1170.854,1435.69,NA,973.94,1194.23,NA,1506.13,1846.83,532.19,652.6,NA,NA,1143.87,1402.6,NA,1677.57,2057.05,NA,4034.643,4947.24,NA,Final
Canada,Donor,DAC,Non-EU,2018-01-02,2014,956.78,1113.34,NA,1170.41,1361.86,NA,1508.24,1754.96,NA,2817.446,3278.33,NA,1097.07,1276.61,NA,1525.41,1775.03,NA,1512068.437,1759416.13,NA,2817.446,3278.33,NA,0,0,NA,186.003,216.43,NA,826.508,961.71,NA,893.2,1039.31,NA,1201.35,1397.87,308.15,358.56,NA,NA,981.54,1142.1,NA,1301.27,1514.14,NA,3643.954,4240.04,NA,Final
Canada,Donor,DAC,Non-EU,2018-01-02,2015,1258.57,1258.57,NA,1086.17,1086.17,NA,1754.66,1754.66,NA,2971.99,2971.99,NA,1231.59,1231.59,NA,1989.06,1989.06,NA,1529870.14,1529870.14,NA,2971.99,2971.99,NA,0,0,NA,212.99,212.99,NA,1305.24,1305.24,NA,998.2,998.2,NA,1561.16,1561.16,562.96,562.96,NA,NA,943.87,943.87,NA,1596.94,1596.94,NA,4277.23,4277.23,NA,Final
Canada,Donor,DAC,Non-EU,2018-01-02,2016,1136.69,1101.45,NA,1004.65,973.5,NA,1626.2,1575.77,NA,2745.828,2660.69,NA,1132.49,1097.38,NA,1823.01,1766.49,NA,1556764.066,1508494.79,NA,2745.828,2660.69,NA,0,0,NA,402.923,390.43,NA,1310.38,1269.75,NA,856.34,829.79,NA,1386.34,1343.37,530,513.58,NA,NA,941.79,912.59,NA,1504.02,1457.37,NA,4056.208,3930.44,NA,Final
Chinese Taipei,Donor,Non-DAC,Non-EU,2018-01-02,2007,0,0,NA,0,0,NA,0,0,NA,472.888,495,NA,0,0,NA,0,0,NA,366180.376,383303,NA,472.888,495,NA,0,0,NA,0,0,NA,18.151,19,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,491.039,514,NA,Final
Chinese Taipei,Donor,Non-DAC,Non-EU,2018-01-02,2008,0,0,NA,0,0,NA,0,0,NA,372.096,407.4,NA,0,0,NA,0,0,NA,358076.52,392050,NA,372.096,407.4,NA,0,0,NA,0,0,NA,25.391,27.8,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,397.487,435.2,NA,Final
Chinese Taipei,Donor,Non-DAC,Non-EU,2018-01-02,2009,0,0,NA,0,0,NA,0,0,NA,380.841,402.15,NA,0,0,NA,0,0,NA,298532.676,315236,NA,380.841,402.15,NA,0,0,NA,0,0,NA,8.713,9.2,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,389.554,411.35,NA,Final
Chinese Taipei,Donor,Non-DAC,Non-EU,2018-01-02,2010,0,0,NA,0,0,NA,0,0,NA,306.102,326.03,NA,0,0,NA,0,0,NA,355490.085,378633.68,NA,306.102,326.03,NA,0,0,NA,0,0,NA,51.526,54.88,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,357.628,380.91,NA,Final
Chinese Taipei,Donor,Non-DAC,Non-EU,2018-01-02,2011,0,0,NA,0,0,NA,0,0,NA,293.924,331.84,NA,0,0,NA,0,0,NA,361473.858,408104,NA,293.924,331.84,NA,0,0,NA,0,0,NA,43.756,49.4,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,337.68,381.24,NA,Final
Chinese Taipei,Donor,Non-DAC,Non-EU,2018-01-02,2012,0,0,NA,0,0,NA,0,0,NA,219.052,241.32,NA,0,0,NA,0,0,NA,443920.604,489049,NA,219.052,241.32,NA,0,0,NA,0,0,NA,57.35,63.18,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,276.402,304.5,NA,Final
Chinese Taipei,Donor,Non-DAC,Non-EU,2018-01-02,2013,0,0,NA,0,0,NA,0,0,NA,209.529,231.9,NA,0,0,NA,0,0,NA,454703.733,503252,NA,209.529,231.9,NA,0,0,NA,0,0,NA,36.024,39.87,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,245.553,271.77,NA,Final
Chinese Taipei,Donor,Non-DAC,Non-EU,2018-01-02,2014,0,0,NA,0,0,NA,0,0,NA,202.466,224.74,NA,0,0,NA,0,0,NA,493023.677,547262,NA,202.466,224.74,NA,0,0,NA,0,0,NA,44.351,49.23,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,246.817,273.97,NA,Final
Chinese Taipei,Donor,Non-DAC,Non-EU,2018-01-02,2015,0,0,NA,0,0,NA,0,0,NA,200.48,200.48,NA,0,0,NA,0,0,NA,539336,539336,NA,200.48,200.48,NA,0,0,NA,0,0,NA,54.28,54.28,NA,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,254.76,254.76,NA,Final
Chinese Taipei,Donor,Non-DAC,Non-EU,2018-01-02,2016,0,0,NA,0,0,NA,0,0,NA,297.818,295.8,NA,0,0,NA,0,0,NA,551344.629,547609.01,NA,297.818,295.8,NA,0,0,NA,0,0,NA,31.957,31.74,NA,8.63,8.57,NA,8.63,8.57,0,0,NA,NA,0,0,NA,0,0,NA,329.775,327.54,NA,Final
