"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_Constant Prices","Total_ODA_Current Prices","Total_ODA_Ex_DR_Constant Prices","Total_ODA_Ex_DR_Current Prices","Total_ODA_Ex_DR_National currency","Total_ODA_National currency"
"Malta","Donor","Non-DAC","EU","2018-04-10",2009,0,0,0,0,0,0,0,0,0,7.161773,7.56,5.428836,0,0,0,0,0,0,7123.728699,7519.84,5399.997104,7.161773,7.56,5.428836,0,0,0,0,0,0,5.807099,6.13,4.401953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.968872,13.69,12.968872,13.69,9.830789,9.830789
"Malta","Donor","Non-DAC","EU","2018-04-10",2010,0,0,0,0,0,0,0,0,0,7.884439,8.4,6.342,0,0,0,0,0,0,7210.6194,7682.12,5800.0006,7.884439,8.4,6.342,0,0,0,0,0,0,5.068568,5.4,4.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.953007,13.8,12.953007,13.8,10.419,10.419
"Malta","Donor","Non-DAC","EU","2018-04-10",2011,0,0,0,0,0,0,0,0,0,11.772647,13.3,9.56536,0,0,0,0,0,0,7138.401809,8064.52,5800.002784,11.772647,13.3,9.56536,0,0,0,0,0,0,5.895175,6.66,4.789872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.667822,19.96,17.667822,19.96,14.355232,14.355232
"Malta","Donor","Non-DAC","EU","2018-04-10",2012,1.59,1.72,1.33816,0.55,0.61,0.47458,3.02,3.28,2.55184,10.650095,11.75,9.1415,0,0,0,2.12,2.29,1.78162,7186.348895,7928.53,6168.39634,10.650095,11.75,9.1415,0,0,0,0,0,0,6.190651,6.83,5.31374,0,0,0,1.39,1.49,1.39,1.49,1.15922,1.15922,0,0,0,1.78,1.92,1.49376,16.840746,18.58,16.840746,18.58,14.45524,14.45524
"Malta","Donor","Non-DAC","EU","2018-04-10",2013,1.31,1.36,1.024352,0.34,0.38,0.286216,2.48,2.64,1.988448,10.787825,11.97,9.015804,0,0,0,1.84,1.92,1.446144,8062.804357,8946.36,6738.398352,10.787825,11.97,9.015804,0,0,0,0,0,0,5.66879,6.29,4.737628,0,0,0,1.33,1.38,1.33,1.38,1.039416,1.039416,0,0,0,1.58,1.65,1.24278,16.456615,18.26,16.456615,18.26,13.753432,13.753432
"Malta","Donor","Non-DAC","EU","2018-04-10",2014,1.77,1.96,1.477252,0.32,0.35,0.263795,2.67,2.94,2.215878,11.516473,12.83,9.669971,0.46,0.5,0.37685,2.68,2.95,2.223415,9085.446906,10121.7,7628.72529,11.516473,12.83,9.669971,0,0,0,9.613517,10.71,8.072127,6.803965,7.58,5.713046,0.27,0.3,0.22611,1.8,1.96,1.53,1.66,1.251142,1.477252,0.31,0.34,0.256258,2.03,2.24,1.688288,18.320438,20.41,18.320438,20.41,15.383017,15.383017
"Malta","Donor","Non-DAC","EU","2018-04-10",2015,2.04,2.04,1.83906,0.29,0.29,0.261435,3.13,3.13,2.821695,7.98506,8.02,7.23003,0.35,0.35,0.315525,2.95,2.95,2.659425,9462.206978,9503.61,8567.504415,7.98506,8.02,7.23003,0,0,0,2.578717,2.59,2.334885,8.512751,8.55,7.707825,0.23,0.23,0.207345,2.06,2.06,1.83,1.83,1.649745,1.85709,0.27,0.27,0.243405,2.36,2.36,2.12754,16.497811,16.57,16.497811,16.57,14.937855,14.937855
"Malta","Donor","Non-DAC","EU","2018-04-10",2016,1.69,1.69,1.528267,1.79,1.79,1.618697,1.79,1.79,1.618697,10.62,10.62,9.603666,2.24,2.24,2.025632,2.24,2.24,2.025632,10317.15,10317.15,9329.798745,10.62,10.62,9.603666,0,0,0,5.59,5.59,5.055037,9.93,9.93,8.979699,1.04,1.04,0.940472,1.04,1.04,0,0,0,0.940472,1.07,1.07,0.967601,1.07,1.07,0.967601,20.55,20.55,20.55,20.55,18.583365,18.583365
"Malta","Donor","Non-DAC","EU","2018-04-10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.773394,16.04,14.229084,NA,NA,NA,NA,NA,NA,11588.704586,11784.58,10454.100918,15.773394,16.04,14.229084,0,0,0,12.36107,12.57,11.150847,9.725615,9.89,8.773419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.499009,25.93,25.499009,25.93,23.002503,23.002503
"Multilaterals, Total","Group","Group","Group","2018-04-10",2007,11212.87,11946.42,NA,13828.59,14776.82,NA,13914.86,14873.37,NA,10122.321457,11326.67,NA,16060.2,17101.74,NA,16205.22,17264.05,NA,0,0,NA,10122.321457,11326.67,NA,0,0,NA,0,0,NA,274.857587,307.56,NA,12896.4,13711.89,NA,12971.07,13795.46,74.67,83.57,NA,NA,12806.17,13640.67,NA,12888.42,13732.72,NA,10397.179044,11634.23,10397.179044,11634.23,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2008,11412.04,12837.67,NA,14676.93,16556.49,NA,14746.61,16640.24,NA,10597.627912,12739.52,NA,15921.44,17919.93,NA,16047,18070.84,NA,0,0,NA,10704.506604,12868,NA,106.878692,128.48,NA,0,0,NA,273.676999,328.99,NA,13333.9,14974.78,NA,13396.7,15050.28,62.8,75.5,NA,NA,13613.09,15319.34,NA,13681.69,15401.79,NA,10978.183603,13196.99,10871.304911,13068.51,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2009,13671.96,14778.36,NA,18058.12,19625.09,NA,18215.67,19809.69,NA,11093.003918,13000.41,NA,18450.95,19976.84,NA,18659.68,20221.43,NA,0,0,NA,11228.40256,13159.09,NA,135.398642,158.68,NA,0,0,NA,360.255273,422.2,NA,14437.32,15628.79,NA,14551.71,15762.84,114.39,134.05,NA,NA,16300.17,17682.85,NA,16455.81,17865.22,NA,11588.657833,13581.29,11453.259191,13422.61,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2010,13283.64,14343.75,NA,16957.31,18343.82,NA,16996.74,18388.1,NA,11117.440942,12473.06,NA,17959.76,19417.5,NA,18062.43,19532.71,NA,0,0,NA,11137.513384,12495.58,NA,20.072442,22.52,NA,0,0,NA,223.827334,251.12,NA,14496.39,15667.06,NA,14529.91,15704.69,33.52,37.63,NA,NA,15629.25,16889.02,NA,15668.03,16932.57,NA,11361.340718,12746.7,11341.268276,12724.18,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2011,11838.51,13546.98,NA,16099.81,18492.2,NA,16171.92,18578.01,NA,14315.872104,17029.81,NA,15943.15,18268.74,NA,16094.95,18449.32,NA,0,0,NA,14328.910369,17045.32,NA,13.038265,15.51,NA,0,0,NA,290.195969,345.21,NA,12209.52,13992.25,NA,12271.49,14066.01,61.97,73.76,NA,NA,14336.63,16423.73,NA,14408.03,16508.7,NA,14619.106338,17390.53,14606.068073,17375.02,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2012,14031.79,15521.58,NA,18463.36,20436.16,NA,18542.26,20523.98,NA,15414.380677,17164.81,NA,18498.56,20462.73,NA,18644.12,20624.83,NA,0,0,NA,15421.510973,17172.75,NA,7.130296,7.94,NA,0,0,NA,275.073184,306.31,NA,13610.52,15050.82,NA,13671.68,15118.9,61.16,68.08,NA,NA,15941.12,17632.21,NA,16019.18,17719.11,NA,15696.584157,17479.06,15689.453861,17471.12,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2013,14707.22,16490.88,NA,18586.9,20902.9,NA,18624.05,20946.17,NA,13503.031451,15722.7,NA,19971.52,22406.16,NA,20080.57,22533.11,NA,0,0,NA,13503.031451,15722.7,NA,0,0,NA,15.70643,18.2883,NA,203.064631,236.445,NA,15465.84,17338.18,NA,15501.77,17380.01,35.93,41.83,NA,NA,16837.65,18894.65,NA,16874.02,18937.01,NA,13706.096082,15959.145,13706.096082,15959.145,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2014,14492.41,16365.48,NA,18247.41,20672.93,NA,18261.67,20689.65,NA,13959.720508,16389.3,NA,20993.99,23702.79,NA,21011.67,23723.55,NA,0,0,NA,13959.720508,16389.3,NA,0,0,NA,23.942923,28.11,NA,52.638656,61.8,NA,15018.3,16957.24,NA,15029.07,16969.87,10.77,12.63,NA,NA,16325.92,18448.17,NA,16339.68,18464.32,NA,14012.359164,16451.1,14012.359164,16451.1,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2015,15328.6,15365.95,NA,19738.37,19777.53,NA,19818.99,19857.79,NA,13609.529689,13545.56,NA,22587.96,22642.66,NA,22668.82,22723.16,NA,0,0,NA,13609.529689,13545.56,NA,0,0,NA,0,0,NA,124.625786,124.04,NA,16075.59,16114.87,NA,16133.68,16172.71,58.09,57.84,NA,NA,17949.63,17992.72,NA,18029.77,18072.5,NA,13734.155475,13669.6,13734.155475,13669.6,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2016,15451.8,15451.8,NA,20052.14,20052.14,NA,20251.09,20251.09,NA,16832.4,16832.4,NA,22056.6,22056.6,NA,22261.62,22261.62,NA,0,0,NA,16832.4,16832.4,NA,0,0,NA,0,0,NA,273.98,273.98,NA,16745.14,16745.14,NA,16902.3,16902.3,157.16,157.16,NA,NA,17308.89,17308.89,NA,17504.83,17504.83,NA,17106.38,17106.38,17106.38,17106.38,NA,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,15625.357172,16097.68,NA,NA,NA,NA,NA,NA,NA,0,0,NA,15625.357172,16097.68,NA,0,0,NA,0,0,NA,341.545765,351.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15966.902937,16449.55,15966.902937,16449.55,NA,NA
"Netherlands","Donor","DAC","EU","2018-04-10",2007,1609.06,1835.64,1340.93502,1469.75,1676.73,1224.851265,2099.35,2394.95,1749.510975,3726.616291,4251.4,3105.6477,1401.02,1598.33,1167.580065,2091.19,2385.68,1742.73924,675330.831865,770431.21,562799.998905,4070.614338,4643.84,3392.32512,343.998047,392.44,286.67742,110.297814,125.83,91.918815,1385.327575,1580.41,1154.489505,1034.93,1180.7,862.50135,1587.88,1811.48,552.95,630.78,460.78479,1323.28614,1404.78,1602.61,1170.706605,1969.74,2247.08,1641.49194,5455.941913,6224.25,5111.943866,5831.81,4260.137205,4546.814625
"Netherlands","Donor","DAC","EU","2018-04-10",2008,1371.98,1690.06,1171.718598,1230.79,1516.13,1051.132929,1871.94,2305.89,1598.673537,4120.54167,5075.86,3519.093738,1260.28,1552.46,1076.320518,1958.65,2412.74,1672.752642,705433.395768,868983.12,602465.997096,4220.952201,5199.55,3604.848015,100.410531,123.69,85.754277,203.215848,250.33,173.553789,1455.583338,1793.05,1243.121565,1100.11,1355.14,939.518562,1661.57,2046.76,561.46,691.62,479.500146,1419.018708,1167.12,1437.7,996.75741,1748.88,2154.3,1493.57619,5676.535539,6992.6,5576.125008,6868.91,4762.215303,4847.96958
"Netherlands","Donor","DAC","EU","2018-04-10",2009,1110.54,1326.04,952.229324,1018.66,1216.32,873.439392,1553.01,1854.36,1331.615916,3981.520801,4754.09,3413.912029,1029.38,1229.14,882.645434,1612.27,1925.12,1382.428672,655906.560551,783177.83,562399.999723,4018.236528,4797.93,3445.393533,36.715727,43.84,31.481504,283.089647,338.02,242.732162,1363.565496,1628.15,1169.174515,916.68,1094.56,786.003536,1364.58,1629.35,447.9,534.79,384.032699,1170.036235,961.1,1147.6,824.09156,1458.11,1741.05,1250.248005,5381.802024,6426.08,5345.086297,6382.24,4583.086544,4614.568048
"Netherlands","Donor","DAC","EU","2018-04-10",2010,1330.58,1524.42,1150.9371,1195.12,1369.22,1033.7611,1713.36,1962.98,1482.0499,3789.939237,4342.18,3278.3459,1243.04,1424.15,1075.23325,1827.53,2093.81,1580.82655,680949.466982,780172.18,589029.9959,4225.685628,4841.42,3655.2721,435.746391,499.24,376.9262,296.627696,339.85,256.58675,1323.098303,1515.89,1144.49695,1162.34,1331.7,1005.4335,1617.25,1852.89,454.91,521.19,393.49845,1398.93195,1162.48,1331.84,1005.5392,1633.26,1871.22,1412.7711,5548.783931,6357.31,5113.03754,5858.07,4422.84285,4799.76905
"Netherlands","Donor","DAC","EU","2018-04-10",2011,1011.86,1218.77,876.539384,812.83,979.03,704.118376,1477.81,1780.02,1280.190384,3499.721535,4215.33,3031.665336,796.8,959.73,690.237816,1462.91,1762.08,1267.287936,699144.241026,842102.34,605640.002928,3600.146962,4336.29,3118.659768,100.425427,120.96,86.994432,399.734049,481.47,346.273224,1666.841252,2007.67,1443.916264,677.85,816.44,587.183648,1208.15,1455.2,530.3,638.76,459.396192,1046.57984,772.17,930.06,668.899152,1365.7,1644.98,1183.069616,5266.988214,6343.96,5166.562787,6223,4475.5816,4562.576032
"Netherlands","Donor","DAC","EU","2018-04-10",2012,898.28,1014.34,789.15652,658.47,743.58,578.50524,1268.41,1432.36,1114.37608,3309.479236,3737.21,2907.54938,674.95,762.13,592.93714,1293.87,1461.03,1136.68134,689126.725857,778192.31,605433.61718,3416.028384,3857.53,3001.15834,106.549148,120.32,93.60896,300.307074,339.12,263.83536,1474.712116,1665.31,1295.61118,588.92,665.03,517.39334,1031.82,1165.17,442.9,500.14,389.10892,906.50226,618.37,698.29,543.26962,1141.34,1288.86,1002.73308,4890.7405,5522.84,4784.191352,5402.52,4203.16056,4296.76952
"Netherlands","Donor","DAC","EU","2018-04-10",2013,984.41,1163.54,876.378328,725.97,858.08,646.305856,1444.28,1707.06,1285.757592,3033.260441,3585.2553,2700.414292,667.73,789.23,594.448036,1400.13,1654.91,1246.478212,687624.510282,812758.9,612170.00348,3085.380328,3646.86,2746.814952,52.119887,61.6047,46.40066,315.322408,372.705,280.721406,1513.205757,1788.58,1347.158456,587,693.83,522.592756,1154.92,1365.08,567.92,671.25,505.5855,1028.178256,704.45,832.64,627.144448,1345.13,1589.88,1197.497616,4598.586085,5435.44,4546.466198,5373.8353,4047.572748,4093.973408
"Netherlands","Donor","DAC","EU","2018-04-10",2014,821.94,972.34,732.852658,642.92,760.56,573.234072,1255.1,1484.79,1119.086223,3350.947839,3964.09,2987.734633,578.06,683.8,515.38006,1172.86,1387.45,1045.721065,741825.322639,877561.36,661417.997032,3404.237182,4027.13,3035.247881,53.289343,63.04,47.513248,790.700915,935.38,704.995906,1306.747001,1545.85,1165.107145,498.65,589.89,444.600093,947.06,1120.37,448.41,530.48,399.822776,844.422869,628.05,742.97,559.976489,1152.88,1363.85,1027.933745,4710.984183,5572.98,4657.69484,5509.94,4152.841778,4200.355026
"Netherlands","Donor","DAC","EU","2018-04-10",2015,906.26,903.52,814.52328,637.4,635.48,572.88522,1374.67,1370.51,1235.514765,4129.77387,4117.32,3711.76398,579.37,577.65,520.751475,1362.17,1358.07,1224.300105,767060.811595,764747.64,689419.99746,4175.451617,4162.86,3752.81829,45.677747,45.54,41.05431,1329.729974,1325.72,1195.13658,1567.376628,1562.65,1408.728975,466.27,464.86,419.07129,1039.59,1036.44,573.32,571.58,515.27937,934.35066,619.8,617.94,557.07291,1286.36,1282.47,1156.146705,5742.828245,5725.51,5697.150498,5679.97,5120.492955,5161.547265
"Netherlands","Donor","DAC","EU","2018-04-10",2016,1017.86,1017.86,920.450798,662.68,662.68,599.261524,1490.54,1490.54,1347.895322,3103.15,3103.15,2806.178545,600.81,600.81,543.312483,1494.63,1494.63,1351.593909,765520.29,765520.29,692259.998247,3157.58,3157.58,2855.399594,54.43,54.43,49.221049,433.85,433.85,392.330555,1808.68,1808.68,1635.589324,506.65,506.65,458.163595,1184.71,1184.71,678.06,678.06,613.169658,1071.333253,633.48,633.48,572.855964,1354.05,1354.05,1224.467415,4966.26,4966.26,4911.83,4911.83,4441.767869,4490.988918
