"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_ONE_Constant Prices","Total_ODA_ONE_Current Prices","Total_ODA_ONE_National currency"
"Germany","Donor","DAC","EU","2018-04-10",2012,2616.91815082574,2834.98,2205.61444,2084.54924341697,2258.25,1756.9185,3976.94980067887,4308.34,3351.88852,7421.078384,8039.46,6254.69988,2388.38158415457,2587.4,2012.9972,4163.92922932784,4510.9,3509.4802,3212881.950322,3480604.11,2707909.99758,7923.760984,8584.03,6678.37534,502.6826,544.57,423.67546,70.098824,75.94,59.08132,4020.454641,4355.47,3388.55566,1719.10119937013,1862.35,1448.9083,2948.28601860027,3193.96,1229.18481923014,1331.61,1035.99258,2484.90088,1619.3806835874,1754.32,1364.86096,3177.01643242792,3441.75,2677.6815,11441.533025,12394.93,9643.25554
"Germany","Donor","DAC","EU","2018-04-10",2013,2402.01454373694,2740.81,2064.378092,1987.63173839285,2267.98,1708.242536,3802.77267935782,4339.14,3268.240248,8168.081651,9320.16,7019.944512,2378.3871080157,2713.85,2044.07182,4182.5118447145,4772.44,3594.601808,3273983.823515,3735767.39,2813779.998148,8282.853498,9451.12,7118.583584,114.771847,130.96,98.639072,121.633969,138.79,104.536628,4186.630871,4777.14,3598.141848,1561.99610386995,1782.31,1342.435892,2947.20710634191,3362.9,1385.21100247196,1580.59,1190.500388,2532.93628,1333.46025768934,1521.54,1146.023928,2878.28790956451,3284.26,2473.704632,12354.712522,14097.3,10618.08636
"Germany","Donor","DAC","EU","2018-04-10",2014,2482.28283898241,2881.23,2171.583051,2567.18719364404,2979.78,2245.860186,4464.09090712276,5181.55,3905.334235,9584.456722,11124.85,8384.799445,2349.40817008883,2727,2055.3399,4239.80728815715,4921.22,3709.123514,3408453.785733,3956253.15,2981827.999155,9984.631493,11589.34,8734.885558,400.174771,464.49,350.086113,147.632777,171.36,129.154032,4287.743141,4976.86,3751.059382,1575.77485344245,1829.03,1378.539911,2933.23653112381,3404.66,1357.46167768136,1575.63,1187.552331,2566.092242,1518.51718311458,1762.57,1328.449009,3099.19417534978,3597.29,2711.277473,13872.199863,16101.71,12135.858827
"Germany","Donor","DAC","EU","2018-04-10",2015,2183.8078000026,2161.7,1948.77255,3065.24099775449,3034.21,2735.340315,4524.98876884657,4479.18,4037.98077,14213.237855,14069.35,12683.519025,2521.42567795091,2495.9,2250.05385,3900.34518329002,3860.86,3480.56529,3464163.22101,3429093.73,3091327.997595,14257.303959,14112.97,12722.842455,44.066104,43.62,39.32343,3049.430945,3018.56,2721.23184,3866.38135,3827.24,3450.25686,1619.03026904573,1602.64,1444.77996,2622.1655187319,2595.62,1003.13524968616,992.98,895.17147,2339.95143,1891.62993447234,1872.48,1688.04072,3078.49517656563,3047.33,2747.167995,18079.619205,17896.59,16133.775885
"Germany","Donor","DAC","EU","2018-04-10",2016,2838.94,2838.94,2567.253442,3495.62,3495.62,3161.089166,5538.4,5538.4,5008.37512,19630.04,19630.04,17751.445172,3784.14,3784.14,3421.997802,5776.62,5776.62,5223.797466,3537225.48,3537225.48,3198713.001564,19636.3,19636.3,17757.10609,6.26,6.26,5.660918,6585.08,6585.08,5954.887844,5099.34,5099.34,4611.333162,2090.37,2090.37,1890.321591,3579.13,3579.13,1488.76,1488.76,1346.285668,3236.607259,2276.72,2276.72,2058.837896,3860,3860,3490.598,24729.38,24729.38,22362.778334
"Germany","Donor","DAC","EU","2018-04-10",2017,NA,NA,NA,0,0,0,2151.732228114,2227.26859433909,1975.80997003821,18775.623429,19434.74,17240.557854,NA,NA,NA,NA,NA,NA,3619371.112828,3746428.81,3323456.997351,18782.975341,19442.35,17247.308685,7.351912,7.61,6.750831,5877.568487,6083.9,5397.02769,5061.226113,5238.9,4647.42819,2093.39999998774,2166.888618594,1922.24689355474,3773.18519894657,3905.6425257918,1679.78519895883,1738.7539071978,1542.44859107517,3464.69548462991,0,0,0,1738.2375088546,1799.2581801721,1596.12193163067,23836.849542,24673.64,21887.986044
"Greece","Donor","DAC","EU","2018-04-10",2007,80.3709479399784,97.85,71.479425,24.378229278064,29.68,21.68124,114.810946377621,139.78,102.10929,204.676919,249.19,182.033295,39.433921416437,48.01,35.071305,130.09662181107,158.39,115.703895,253316.693823,308407.94,225292.00017,204.676919,249.19,182.033295,0,0,0,3.794724,4.62,3.37491,206.681059,251.63,183.815715,22.324807000599,27.18,19.85499,90.358793897568,110.01,68.033986896969,82.83,60.507315,80.362305,13.8482798392237,16.86,12.31623,87.4347205744579,106.45,77.761725,411.357978,500.82,365.84901
"Greece","Donor","DAC","EU","2018-04-10",2008,107.520321002901,143.92,99.779736,33.0808769733773,44.28,30.699324,146.734757144107,196.41,136.171053,233.217194,312.17,216.427461,45.0715742503129,60.33,41.826789,163.686091799164,219.1,151.90203,249227.3303,333600.17,231284.997861,233.217194,312.17,216.427461,0,0,0,21.844734,29.24,20.272092,292.102351,390.99,271.073367,19.3793574681438,25.94,17.984202,114.946335391234,153.86,95.5669779230901,127.92,88.686936,106.671138,18.5650359708317,24.85,17.228505,119.361601491339,159.77,110.768541,525.319545,703.16,487.500828
"Greece","Donor","DAC","EU","2018-04-10",2009,78.3541387781712,103.86,74.581866,35.0051226584551,46.4,33.31984,130.190388301069,172.57,123.922517,224.017697,296.94,213.232614,50.8026930995768,67.34,48.356854,135.961707015232,180.22,129.415982,242618.60407,321595.88,230938.001428,224.017697,296.94,213.232614,0,0,0,18.747356,24.85,17.844785,234.11939,310.33,222.847973,21.8253922092479,28.93,20.774633,87.9805475092463,116.62,66.1551552999984,87.69,62.970189,83.744822,18.0080232296837,23.87,17.141047,99.7193343317799,132.18,94.918458,458.137087,607.27,436.080587
"Greece","Donor","DAC","EU","2018-04-10",2010,80.6636993297093,102.38,77.2969,25.3541496818719,32.18,24.2959,122.728896704325,155.77,117.60635,166.889869,211.82,159.9241,23.510498026944,29.84,22.5292,123.453751201134,156.69,118.30095,233603.302765,296494.04,223853.0002,166.889869,211.82,159.9241,0,0,0,27.229317,34.56,26.0928,233.135267,295.9,223.4045,4.62488684377216,5.87,4.43185,83.2715997475774,105.69,78.6467129038052,99.82,75.3641,79.79595,12.7873787861026,16.23,12.25365,96.7917118837154,122.85,92.75175,400.025136,507.72,383.3286
"Greece","Donor","DAC","EU","2018-04-10",2011,52.7684804347529,70.87,50.969704,13.6854052545613,18.38,13.218896,85.4034811043624,114.7,82.49224,114.59107,153.9,110.68488,19.7611890890129,26.54,19.087568,79.43938447275,106.69,76.731448,215591.088252,289546.72,208242.001024,114.59107,153.9,110.68488,0,0,0,18.912366,25.4,18.26768,201.684751,270.87,194.809704,3.81970233710008,5.13,3.689496,49.6784678228689,66.72,45.8587654857688,61.59,44.295528,47.985024,5.54713107434612,7.45,5.35804,59.3878086563552,79.76,57.363392,316.275821,424.77,305.494584
"Greece","Donor","DAC","EU","2018-04-10",2012,48.765771153233,60.32,46.92896,7.50242633126661,9.28,7.21984,77.9185182982194,96.38,74.98364,86.754889,107.31,83.48718,13.6062322365536,16.83,13.09374,70.593951211875,87.32,67.93496,202325.805524,250263.5,194705.003,86.754889,107.31,83.48718,0,0,0,16.169022,20,15.56,177.94009,220.1,171.2378,3.24188896426499,4.01,3.11978,40.4872317532146,50.08,37.2453427889496,46.07,35.84246,38.96224,4.75369254610427,5.88,4.57464,52.8727028087108,65.4,50.8812,264.694979,327.41,254.72498
"Greece","Donor","DAC","EU","2018-04-10",2013,35.9728823331381,44.88,33.803616,1.81146867363842,2.26,1.702232,58.6242561017318,73.14,55.089048,34.954933,43.61,32.847052,3.51072247368861,4.38,3.299016,51.8753329902117,64.72,48.747104,193558.096786,241484.33,181885.997356,34.954933,43.61,32.847052,0,0,0,17.120784,21.36,16.088352,156.659979,195.45,147.21294,1.16222547644943,1.45,1.09214,35.772498630302,44.63,34.6102731538526,43.18,32.523176,33.615316,1.16222547644943,1.45,1.09214,42.7137900965448,53.29,40.138028,191.614912,239.06,180.059992
"Greece","Donor","DAC","EU","2018-04-10",2014,40.5086455131749,49.58,37.368446,2.67987812188813,3.28,2.472136,64.3987785265923,78.82,59.406634,37.66536,46.1,34.74557,4.69795707343194,5.75,4.333775,58.8511039998788,72.03,54.289011,191657.112928,234576.09,176799.999033,37.66536,46.1,34.74557,0,0,0,17.394697,21.29,16.046273,164.502031,201.34,151.749958,1.51968698375364,1.86,1.401882,40.5168158733026,49.59,38.997128889549,47.73,35.974101,37.375983,1.61773130528613,1.98,1.492326,46.8488449722761,57.34,43.217158,202.167391,247.44,186.495528
"Greece","Donor","DAC","EU","2018-04-10",2015,36.7005566032258,37.17,33.508755,2.21170962580645,2.24,2.01936,60.3974454511521,61.17,55.144755,70.972182,71.88,64.79982,3.5150385124424,3.56,3.20934,55.4605936078341,56.17,50.637255,193312.110005,195784.8,176499.9972,70.972182,71.88,64.79982,0,0,0,58.679421,59.43,53.576145,164.713125,166.82,150.38823,1.13547592396313,1.15,1.036725,37.618811046083,38.1,36.4833351221198,36.95,33.310425,34.34715,1.27370777557604,1.29,1.162935,43.4739173322581,44.03,39.693045,235.685307,238.7,215.18805
"Greece","Donor","DAC","EU","2018-04-10",2016,43.89,43.89,39.689727,0.81,0.81,0.732483,74.54,74.54,67.406522,159.15,159.15,143.919345,0.61,0.61,0.551623,67.35,67.35,60.904605,194833.57,194833.57,176187.997351,159.15,159.15,143.919345,0,0,0,146.61,146.61,132.579423,209.38,209.38,189.342334,0.15,0.15,0.135645,47.18,47.18,47.03,47.03,42.529229,42.664874,0.2,0.2,0.18086,49.41,49.41,44.681463,368.53,368.53,333.261679
"Greece","Donor","DAC","EU","2018-04-10",2017,NA,NA,NA,0.881922786512597,0.9,0.79839,87.3759156181887,89.1669035645748,79.0999601521343,86.242249,88.01,78.073671,NA,NA,NA,NA,NA,NA,198478.261828,202546.57,179679.062247,86.242249,88.01,78.073671,0,0,0,70.328443,71.77,63.667167,224.135777,228.73,202.906383,0.186183699374882,0.19,0.168549,60.0357523021106,61.266335214628,59.8495686027358,61.076335214628,54.1808169688965,54.3493659688965,0.284175120098503,0.29,0.257259,62.9272116102306,64.2170622137549,56.966955889822,310.378026,316.74,280.980054
"Hungary","Donor","DAC","EU","2018-04-10",2007,34.9851288501981,41.47,7613.4773,15.1261962933217,17.93,3291.7687,42.6958613722818,50.61,9291.4899,27.864934,33.03,6063.9777,21.9005050627235,25.96,4765.9964,50.0860163934474,59.37,10899.7383,113286.782499,134285.71,24653513.4989,27.864934,33.03,6063.9777,0,0,0,0,0,0,59.424945,70.44,12932.0796,21.5208738116362,25.51,4683.3809,42.8730226227892,50.82,21.352148811153,25.31,4646.6629,9330.0438,15.0165250430076,17.8,3267.902,37.8112726082923,44.82,8228.5038,87.289879,103.47,18996.0573
"Hungary","Donor","DAC","EU","2018-04-10",2008,21.1404615771461,27.51,4830.39837,0.122954338507574,0.16,28.09392,30.477306657565,39.66,6963.78042,11.872778,15.45,2712.81915,3.63483763213017,4.73,830.52651,33.8969741973069,44.11,7745.14257,109365.309781,142316.65,24988953.62355,11.872778,15.45,2712.81915,0,0,0,0,0,0,70.306828,91.49,16064.45463,3.45040612436881,4.49,788.38563,27.2420706255844,35.45,23.7916645012156,30.96,5436.17352,6224.55915,0.076846461567234,0.1,17.5587,25.866518963531,33.66,5910.25842,82.179606,106.94,18777.27378
"Hungary","Donor","DAC","EU","2018-04-10",2009,19.6150149978618,23.15,4662.84985,0.686313699709203,0.81,163.14939,31.7653093853062,37.49,7551.19831,25.080106,29.6,5962.0024,9.62533781320561,11.36,2288.11984,38.5013512528224,45.44,9152.47936,104030.650871,122778.88,24729999.23072,25.080106,29.6,5962.0024,0,0,0,0,0,0,73.986311,87.32,17587.90708,8.87971305302771,10.48,2110.87112,31.3162399274718,36.96,22.4365268744441,26.48,5333.57512,7444.44624,0.516853526941499,0.61,122.86559,27.6220081611358,32.6,6566.2594,99.066417,116.92,23549.90948
"Hungary","Donor","DAC","EU","2018-04-10",2010,24.9055129001224,29.16,6058.39824,0.802852610634948,0.94,195.29816,33.805219498863,39.58,8223.29912,24.222234,28.36,5892.18704,6.52531270771384,7.64,1587.31696,41.415237329456,48.49,10074.47636,105779.299523,123849.06,25731376.10184,24.222234,28.36,5892.18704,0,0,0,0,0,0,73.435391,85.98,17863.54872,5.93598472756691,6.95,1443.9598,34.4884983164247,40.38,28.5525135888578,33.43,6945.55052,8389.51032,0.666196847122617,0.78,162.05592,30.1411368396886,35.29,7331.99156,97.657625,114.34,23755.73576
"Hungary","Donor","DAC","EU","2018-04-10",2011,18.4856905912116,22.89,4598.756652,0.57338751943033,0.71,142.643828,31.2052024658985,38.64,7763.038752,26.771544,33.15,6660.06042,6.72720850261218,8.33,1673.553644,32.5861780408645,40.35,8106.58938,104744.081524,129699.89,26057589.860252,26.771544,33.15,6660.06042,0,0,0,0,0,0,86.072735,106.58,21412.646744,6.12959334151578,7.59,1524.882612,26.1658529993559,32.4,20.0362596578401,24.81,4984.497708,6509.38032,0.371490505546411,0.46,92.417128,24.0095928910756,29.73,5972.959164,112.844279,139.73,28072.707164
"Hungary","Donor","DAC","EU","2018-04-10",2012,24.0395245607366,27.5,6182.6325,0.786748076533198,0.9,202.3407,36.4526608793715,41.7,9375.1191,19.030562,21.77,4894.39671,2.49136890902179,2.85,640.74555,33.3493767997128,38.15,8576.99745,104325.21662,119342.77,26830999.57971,19.030562,21.77,4894.39671,0,0,0,0,0,0,84.453035,96.61,21720.15003,1.84448715720561,2.11,474.37653,22.3086787923636,25.52,20.464191635158,23.41,5263.10643,5737.48296,0.629398461226559,0.72,161.87256,26.8368510550769,30.7,6902.0661,103.483597,118.38,26614.54674
"Hungary","Donor","DAC","EU","2018-04-10",2013,21.6331954077079,25.62,5727.105048,0.869718628803245,1.03,230.246612,31.934717030426,37.82,8454.297928,28.945587,34.28,7662.964912,1.93364627180527,2.29,511.907516,31.1156616227181,36.85,8237.46374,105050.636792,124410.53,27810779.640412,28.945587,34.28,7662.964912,0,0,0,0,0,0,79.287941,93.9,20990.44356,1.14836634482759,1.36,304.014944,22.8068933630832,27.01,21.6585270182556,25.65,5733.81126,6037.826204,0.743060576064909,0.88,196.715552,25.3653860283976,30.04,6715.153616,108.233528,128.18,28653.408472
"Hungary","Donor","DAC","EU","2018-04-10",2014,23.7899379391793,27.99,6511.008609,0.807446982573075,0.95,220.988145,36.8450807310977,43.35,10084.037985,25.58332,30.1,7001.83491,1.19842131097688,1.41,327.992931,34.4737364349094,40.56,9435.030696,112379.264683,132219.58,30756799.701978,25.58332,30.1,7001.83491,0,0,0,8.847919,10.41,2421.564831,96.834142,113.93,26502.294063,0.654457027980282,0.77,179.116707,24.3594005479414,28.66,23.7049435199611,27.89,6487.746699,6666.863406,0.390974328403805,0.46,107.004786,27.716680107061,32.61,7585.708851,122.417462,144.03,33504.128973
"Hungary","Donor","DAC","EU","2018-04-10",2015,25.0110429695918,24.98,6974.231148,3.03376542025072,3.03,845.953578,39.949584246866,39.9,11139.78474,47.39883,47.34,13216.977684,3.79470988209579,3.79,1058.139954,38.7581054184507,38.71,10807.545546,116248.724429,116104.44,32415500.475144,47.39883,47.34,13216.977684,0,0,0,9.692029,9.68,2702.584368,108.344474,108.21,30211.431246,1.36169008961749,1.36,379.701936,26.0323105368049,26,24.6706204471874,24.64,6879.305664,7259.0076,1.43177707952427,1.43,399.245418,29.6067470220508,29.57,8255.725182,155.743304,155.55,43428.40893
"Hungary","Donor","DAC","EU","2018-04-10",2016,35.39,35.39,9963.02819,6.27,6.27,1765.13667,58.48,58.48,16463.34808,54.78,54.78,15421.72038,8.16,8.16,2297.21136,57.43,57.43,16167.75103,119914.19,119914.19,33758362.68299,54.78,54.78,15421.72038,0,0,0,9.82,9.82,2764.53622,144.33,144.33,40631.92593,4.88,4.88,1373.82248,40.08,40.08,35.2,35.2,9909.5392,11283.36168,2.81,2.81,791.07401,39.63,39.63,11156.67723,199.11,199.11,56053.64631
"Hungary","Donor","DAC","EU","2018-04-10",2017,NA,NA,NA,5.0437716827447,5.36,1471.193504,45.7753901876033,48.645360424411,13352.0034059948,36.699085,39,10704.5796,NA,NA,NA,NA,NA,NA,125834.481913,133723.9,36704054.66596,36.699085,39,10704.5796,0,0,0,3.133537,3.33,914.006412,103.180889,109.65,30096.33726,4.05571939414733,4.31,1182.993284,33.0159184687901,35.0859107279049,28.9601990746428,30.7759107279049,8447.2611833167,9630.2544673167,2.78536645166498,2.96,812.450144,32.9949545749831,35.0636324651536,9624.13960995849,139.879974,148.65,40800.91686
"Iceland","Donor","DAC","Non-EU","2018-04-10",2007,12.1106202254922,14.38,921.397062,10.1230636377202,12.02,770.180298,14.0139583137824,16.64,1066.206336,31.489297,37.39,2395.760511,13.1633514690155,15.63,1001.490687,17.9722277894301,21.34,1367.358366,15320.102849,18190.9,1165580.09841,31.489297,37.39,2395.760511,0,0,0,0,0,0,9.146129,10.86,695.853414,12.6748841720207,15.05,964.327245,16.5742006980311,19.68,3.89931652601036,4.63,296.666787,1260.994032,10.1230636377202,12.02,770.180298,13.862365014715,16.46,1054.672854,40.635426,48.25,3091.613925
"Iceland","Donor","DAC","Non-EU","2018-04-10",2008,17.5137127552159,16.39,1490.565604,17.3641142325966,16.25,1477.8335,21.8841267374509,20.48,1862.524928,38.542991,36.07,3280.335652,18.8921562850651,17.68,1607.882848,23.2732558760587,21.78,1980.751608,14542.87842,13609.78,1237722.388408,38.542991,36.07,3280.335652,0,0,0,0,0,0,13.186041,12.34,1122.244024,17.0008035348069,15.91,1446.912676,20.5163688163603,19.2,3.5155652815534,3.29,299.204444,1746.11712,17.3641142325966,16.25,1477.8335,20.8369370791159,19.5,1773.4002,51.729032,48.41,4402.579676
"Iceland","Donor","DAC","Non-EU","2018-04-10",2009,16.1213838832074,12.26,1512.29552,17.2259485212086,13.1,1615.9112,20.0531080113306,15.25,1881.118,33.228986,25.27,3117.10504,17.423192206566,13.25,1634.414,20.5264928561883,15.61,1925.52472,13910.295125,10578.51,1304880.36552,33.228986,25.27,3117.10504,0,0,0,0,0,0,12.031865,9.15,1128.6708,15.8715418817548,12.07,1488.85864,18.2253165270192,13.86,2.35377464526438,1.79,220.80008,1709.65872,17.2259485212086,13.1,1615.9112,19.9742105371877,15.19,1873.71688,45.260851,34.42,4245.77584
"Iceland","Donor","DAC","Non-EU","2018-04-10",2010,14.0971962855652,11.41,1394.78122,13.7141874469565,11.1,1356.8862,17.2353977373913,13.95,1705.2759,25.661592,20.77,2538.96634,15.2709330490435,12.36,1510.91112,19.323413664,15.64,1911.86488,13739.540152,11120.52,1359394.60584,25.661592,20.77,2538.96634,0,0,0,0,0,0,9.859389,7.98,975.49116,13.7388976946087,11.12,1359.33104,16.6794171652174,13.5,2.9405194706087,2.38,290.93596,1650.267,13.7141874469565,11.1,1356.8862,16.9512298893913,13.72,1677.16024,35.520981,28.75,3514.4575
"Iceland","Donor","DAC","Non-EU","2018-04-10",2011,11.8360944324366,10.39,1205.8426021499,11.5854745310761,10.17,1180.30984252786,13.8638372707174,12.17,1412.42583909184,22.654407,19.886567,2307.995206,12.5309950680273,11,1276.63798110191,15.0599777090291,13.22,1534.28673728793,14622.61188,12836.07,1489728.61206,22.842082,20.051312,2327.115206,0.187675,0.164745,19.12,0.196312,0.172328,20,6.290476,5.521927,640.863747,11.2665037475263,9.89,1147.8136030089,13.2258957036179,11.61,1.95939195609153,1.72,199.619757045026,1347.43336005393,11.414597325603,10.02,1162.90114278556,13.5790419282623,11.92,1383.41133952134,28.944883,25.408494,2948.858953
"Iceland","Donor","DAC","Non-EU","2018-04-10",2012,13.1748737963247,11.08,1386.30744,11.9263523625574,10.03,1254.93354,14.3401604678407,12.06,1508.92308,25.208242,21.2,2652.5016,13.9596586975498,11.74,1468.88532,16.6469524502297,14,1751.652,15315.969206,12880.65,1611601.1667,25.208242,21.2,2652.5016,0,0,0,0.237814,0.2,25.0236,5.850215,4.92,615.58056,12.0690405264165,10.15,1269.9477,14.0191120991577,11.79,1.95007157274119,1.64,205.19352,1475.14122,11.9263523625574,10.03,1254.93354,14.2331443449464,11.97,1497.66246,31.058457,26.12,3268.08216
"Iceland","Donor","DAC","Non-EU","2018-04-10",2013,17.1042548788313,15.01,1833.533041,17.3435549137783,15.22,1859.185402,19.5428361873389,17.15,2094.942815,33.5134,29.41,3592.552081,19.0186551584073,16.69,2038.751929,21.6281650633056,18.98,2318.484818,17423.982328,15290.58,1867807.038378,33.5134,29.41,3592.552081,0,0,0,0.353252,0.31,37.867771,6.267382,5.5,671.84755,16.2837976161558,14.29,1745.582089,18.2893598138069,16.05,2.0055621976511,1.76,214.991216,1960.573305,17.3435549137783,15.22,1859.185402,19.4516742692638,17.07,2085.170487,39.780782,34.91,4264.399631
"Iceland","Donor","DAC","Non-EU","2018-04-10",2014,15.008919094562,14.35,1674.4728,15.4900412397536,14.81,1728.14928,18.0734579758907,17.28,2016.36864,32.360694,30.94,3610.32672,16.1385102180552,15.43,1800.49584,19.2658041618002,18.42,2149.39296,17685.0145,16908.61,1973031.88368,32.360694,30.94,3610.32672,0,0,0,2.66709,2.55,297.5544,6.683414,6.39,745.63632,13.6283077214037,13.03,1520.44464,15.8665716142513,15.17,2.23826389284758,2.14,249.71232,1770.15696,15.4900412397536,14.81,1728.14928,17.9584070281275,17.17,2003.53296,39.044108,37.33,4355.96304
"Iceland","Donor","DAC","Non-EU","2018-04-10",2015,16.8119898304064,15.08,1988.993188,14.6380256281987,13.13,1731.795793,18.8410230858003,16.9,2229.04409,34.605051,31.04,4094.054944,15.9758497526342,14.33,1890.071113,21.126472631711,18.95,2499.431095,18552.811411,16641.48,2194946.310228,34.605051,31.04,4094.054944,0,0,0,5.262108,4.72,622.549592,9.833007,8.82,1163.323602,14.3927578720522,12.91,1702.778651,18.1498139548419,16.28,3.75705608278976,3.37,444.489857,2147.268508,14.6380256281987,13.13,1731.795793,18.7295377420973,16.8,2215.85448,44.438058,39.86,5257.378546
"Iceland","Donor","DAC","Non-EU","2018-04-10",2016,16.75,16.75,2023.6278,14.69,14.69,1774.751784,18.85,18.85,2277.33636,47.68,47.68,5760.392448,19.03,19.03,2299.082808,24,24,2899.5264,20647.67,20647.67,2494519.344312,47.68,47.68,5760.392448,0,0,0,15.69,15.69,1895.565384,11.03,11.03,1332.574008,13.67,13.67,1651.521912,17.51,17.51,3.84,3.84,463.924224,2115.446136,14.54,14.54,1756.629744,18.53,18.53,2238.676008,58.71,58.71,7092.966456
"Iceland","Donor","DAC","Non-EU","2018-04-10",2017,NA,NA,NA,13.6118228127076,15.21,1624.783914,18.3168637029044,20.4674642591647,2186.40412154246,51.914651,58.01,6196.825434,NA,NA,NA,NA,NA,NA,21530.207651,24058.09,2569966.971306,51.914651,58.01,6196.825434,0,0,0,22.525285,25.17,2688.744978,10.058967,11.24,1200.695016,12.5558102605054,14.03,1498.732302,17.2230039042374,19.2451733311494,4.66719364373198,5.21517333114938,557.102546822703,2055.8348488227,13.3970405987004,14.97,1599.146298,17.8466421210448,19.9420335098453,2130.27582243561,61.973618,69.25,7397.52045
